permno,date,ticker,comnam,tsymbol,hexcd,cusip,prc,vol,ret,bid,ask,shrout,numtrd,ewretd,mktcap,year,month,yrmo,bid_ask_spread,turnover,dollar_vol
88359,2002-05-01,MOBE,MOBILITY ELECTRONICS INC,MOBE,3,60741U10,1.43,18000.0,0.083333,1.38,1.45,15669.0,14.0,0.001006,22406.67,2002,5,200205,0.04946996466431099,0.8033322220570929,25740.0
11378,2006-05-25,CCC,CALGON CARBON CORP,CCC,1,12960310,6.9,216200.0,0.058282,6.87,6.94,39913.0,,0.012579,275399.7,2006,5,200605,0.010137581462708224,0.785040797066954,1491780.0
84780,2006-08-29,KNL,KNOLL INC,KNL,1,49890420,17.48,229400.0,0.010405,17.47,17.48,53193.0,,0.006953,929813.64,2006,8,200608,0.000572246065808387,0.24671610539075337,4009912.0
79129,1999-10-20,GGP,GENERAL GROWTH PROPERTIES INC,,3,37002110,30.25,125400.0,-0.002062,30.0625,30.3125,51677.0,,0.00674,1563229.25,1999,10,199910,0.008281573498964804,0.08021856039349315,3793350.0
41187,1996-03-06,HE,HAWAIIAN ELECTRIC INDUSTRIES INC,,1,41987010,37.0,78500.0,-0.010033,36.75,37.0,29513.0,,0.000872,1091981.0,1996,3,199603,0.006779661016949152,0.07188769767972153,2904500.0
77584,2004-08-30,BKE,BUCKLE INC,BKE,1,11844010,26.19,15600.0,-0.002666,26.16,26.19,21594.0,,-0.005769,565546.86,2004,8,200408,0.0011461318051576366,0.02758392116260711,408564.0
84638,2003-04-29,ZNDT,ZINDART LTD,ZNDT,3,98959710,3.88,14600.0,0.014379,3.88,3.9,6223.0,15.0,0.005032,24145.239999999998,2003,4,200304,0.005141388174807203,0.6046740475555431,56648.0
11203,2006-01-23,PXT,P X R E GROUP LTD BERMUDA,PXT,1,G7301810,12.24,155900.0,0.009068,12.2,12.24,72300.0,,0.003408,884952.0,2006,1,200601,0.0032733224222586685,0.17616774695124707,1908216.0
10116,1998-08-31,HDG,HALSEY DRUG INC,,3,40636910,2.0,26100.0,0.000000,1.8125,2.1875,13795.0,,-0.054321,27590.0,1998,8,199808,0.1875,0.9459949256977166,52200.0
84239,1998-08-18,NEOM,NEOMEDIA TECHNOLOGIES,NEOM,3,64050510,3.0,106900.0,0.116279,3.0,3.125,8643.0,42.0,0.007178,25929.0,1998,8,199808,0.04081632653061224,4.122796868371322,320700.0
81488,2005-08-22,ALLB,GREATER DELAWARE VALLEY SVGS BK,ALLB,3,39168810,26.235,0.0,0.009038,25.5,26.97,3441.0,0.0,0.003189,90274.635,2005,8,200508,0.056032018296169196,0.0,0.0
86420,2000-02-23,CLPA,CELL PATHWAYS INC,CLPA,3,15114R10,46.0,1369413.0,-0.077694,46.1875,46.25,26247.0,3195.0,0.00551,1207362.0,2000,2,200002,0.001352265043948614,1.1342190660299065,62992998.0
42024,2005-11-28,OMX,OFFICEMAX INC NEW,OMX,1,67622P10,29.04,903900.0,-0.050980000000000004,29.07,29.08,70719.0,,-0.008347,2053679.76,2005,11,200511,0.00034393809114352574,0.44013678159831504,26249256.0
81725,2000-07-25,CLAC,CLICKACTION INC,CLAC,3,18681E10,15.375,35075.0,-0.038123,15.375,15.5625,12300.0,48.0,-0.001802,189112.5,2000,7,200007,0.012121212121212121,0.1854716108136691,539278.125
86799,2004-12-31,CNX,CONSOL ENERGY INC,CNX,1,20854P10,41.05,324300.0,0.015586,41.0,41.05,90485.0,,0.003435,3714409.2499999995,2004,12,200412,0.0012187690432662317,0.08730863460993159,13312515.0
10984,2001-05-01,LEIX,LOWRANCE ELECTRONICS INC,LEIX,3,54890010,7.0,28000.0,0.000000,6.99,7.0,3769.0,32.0,0.010496,26383.0,2001,5,200105,0.0014295925661186256,1.061289466702043,196000.0
58756,2001-09-10,OICO,O I CORP,OICO,3,67084110,3.605,0.0,-0.004144,3.51,3.7,2652.0,0.0,-0.007365000000000002,9560.46,2001,9,200109,0.052704576976421745,0.0,0.0
11531,1996-05-13,FILE,FILENET CORP,FILE,3,31686910,53.75,150004.0,0.014151,53.0,53.75,14952.0,50.0,0.006812,803670.0,1996,5,199605,0.01405152224824356,0.1866487488645837,8062715.0
84392,1997-08-29,KRC,KILROY REALTY CORP,,1,49427F10,25.5625,253200.0,0.012376,25.3125,25.625,12600.0,,0.003515,322087.5,1997,8,199708,0.012269938650306749,0.7861217836767959,6472425.0
45306,2003-06-16,IDCC,INTERDIGITAL COMMUNICATIONS CORP,IDCC,3,45866A10,25.5,1210891.0,0.005917,25.46,25.5,55630.0,2607.0,0.011857,1418565.0,2003,6,200306,0.001569858712715822,0.8536027605361757,30877720.5
77579,2002-01-02,AOT,APOGENT TECHNOLOGIES INC,AOT,1,03760A10,26.14,413600.0,0.013178,25.97,26.25,106129.0,,0.007914000000000001,2774212.06,2002,1,200201,0.010723860589812376,0.1490873772641591,10811504.0
83422,2003-12-26,SYKE,SYKES ENTERPRISES INC,SYKE,3,87123710,8.85,42960.0,0.041177,8.8,8.86,40199.0,192.0,0.004383,355761.14999999997,2003,12,200312,0.006795016987542324,0.12075517520673633,380196.0
61516,2001-07-11,BIO,BIO RAD LABORATORIES INC,,1,9057220,46.4,10700.0,-0.023158,46.1,46.4,10052.0,,-0.005392,466412.8,2001,7,200107,0.0064864864864864254,0.022941051360511548,496480.0
88885,2004-08-30,AMX,AMERICA MOVIL S A DE C V,AMX,1,02364W10,33.79,3504700.0,-0.002362,33.72,33.75,336160.0,,-0.005769,11358846.4,2004,8,200408,0.0008892841262783796,0.3085436563346785,118423813.0
67029,2001-05-24,ODETA,ODETICS INC,ODETA,3,67606520,4.24,500.0,0.076142,4.23,4.24,9469.0,2.0,0.005514,40148.560000000005,2001,5,200105,0.0023612750885477654,0.012453746784442579,2120.0
77318,2004-10-11,ITP,INTERTAPE POLYMER GROUP INC,ITP,1,46091910,7.96,9200.0,0.011436,7.95,7.96,40375.0,,0.002379,321385.0,2004,10,200410,0.0012570710245128581,0.028626102649470263,73232.0
80921,1999-12-03,BOBJ,BUSINESS OBJECTS S A,BOBJ,3,12328X10,100.25,302669.0,0.033505,99.75,100.25,18266.0,550.0,0.005111,1831166.5,1999,12,199912,0.005,0.16528753666037468,30342567.25
79255,1999-09-16,DLP,DELTA & PINE LAND CO,,1,24735710,25.625,79200.0,-0.009662,25.5625,25.8125,38481.0,,-0.006423000000000001,986075.625,1999,9,199909,0.009732360097323601,0.08031838328830002,2029500.0
17337,1996-03-27,WHX,W H X CORP,,1,92924810,11.125,54800.0,-0.021978,11.0,11.25,25971.0,,0.001522,288927.375,1996,3,199603,0.02247191011235955,0.18966704003038826,609650.0
83453,1999-09-29,NIS,NOVA CORP GA,,1,66978410,24.3125,206100.0,-0.010178,24.125,24.5,73287.0,,-0.001457,1781790.1875,1999,9,199909,0.015424164524421594,0.11567018465242278,5010806.25
76692,1997-02-18,CNSI,CAMBRIDGE NEUROSCIENCE INC,CNSI,3,13242610,13.0,32600.0,-0.028037,13.0,13.25,15010.0,42.0,0.002545,195130.0,1997,2,199702,0.01904761904761905,0.16706810844052683,423800.0
83504,2002-02-25,FFBH,FIRST FEDERAL BANCSHARES ARK INC,FFBH,3,32020F10,23.385,0.0,0.005374,23.26,23.51,3051.0,0.0,0.005126,71347.63500000001,2002,2,200202,0.010690613641223005,0.0,0.0
81195,2004-04-15,ADO,ADECCO S A,ADO,1,00675410,13.41,39000.0,-0.000745,13.4,13.45,8156.0,,-0.001682,109371.96,2004,4,200404,0.0037243947858472204,0.3565813394950589,522990.0
76807,2000-09-21,TRNI,TRANS INDUSTRIES INC,TRNI,3,89323910,2.875,61207.0,-0.061224,2.9375,3.5,3140.0,21.0,-0.006886,9027.5,2000,9,200009,0.17475728155339806,6.780060924951537,175970.125
77519,1996-10-07,TRST,TRUSTCO BANK CORP NY,TRST,3,89834910,24.5,33092.0,0.031579,23.75,24.5,17721.0,14.0,-0.000973,434164.5,1996,10,199610,0.031088082901554404,0.07621995810343775,810754.0
85342,2004-04-26,SPI,SCOTTISH POWER PLC,SPI,1,81013T70,28.0,128400.0,-0.006035,27.94,28.0,71557.0,,-0.002583,2003596.0,2004,4,200404,0.002145155523775428,0.06408477557351881,3595200.0
80969,2006-01-24,CVTI,COVENANT TRANSPORT INC,CVTI,3,22284P10,13.55,39453.0,0.002961,13.53,13.55,11629.0,197.0,0.007592,157572.95,2006,1,200601,0.0014771048744461855,0.25037926877677924,534588.15
32897,2001-11-19,HNV,HANOVER DIRECT INC,,2,41078310,0.28,33500.0,-0.034483,0.28,0.29,212186.0,,0.011593,59412.08000000001,2001,11,200111,0.035087719298245446,0.5638583937811973,9380.0
77851,1996-06-19,IPEC,INTEGRATED PROCESS EQUIPMENT CP,IPEC,3,45812K10,21.5,121927.0,0.023810,21.5,22.0,14002.0,133.0,-0.004198,301043.0,1996,6,199606,0.022988505747126436,0.40501523038237064,2621430.5
86163,1999-11-19,FKAN,FIRST KANSAS FINANCIAL CORP,FKAN,3,32065110,11.5625,4000.0,0.002710,11.5,11.8125,1554.0,2.0,0.002456,17968.125,1999,11,199911,0.02680965147453083,0.22261643883265506,46250.0
83495,2003-02-03,DIGE,DIGENE CORP,DIGE,3,25375210,11.68,123227.0,0.018309,11.68,11.72,18117.0,291.0,-0.001589,211606.56,2003,2,200302,0.003418803418803498,0.5823401694162978,1439291.3599999999
81215,1998-09-25,KNIC,KNICKERBOCKER L L INC,KNIC,3,49885930,1.09375,124855.0,0.060606,1.03125,1.09375,19746.0,49.0,0.000165,21597.1875,1998,9,199809,0.058823529411764705,5.781076818451477,136560.15625
82777,1999-06-07,MSM,M S C INDUSTRIAL DIRECT INC,,1,55353010,19.25,144400.0,0.000000,18.625,19.75,33862.0,,0.007205,651843.5,1999,6,199906,0.05863192182410423,0.22152556556903613,2779700.0
88724,2001-01-09,CLRI,CLARITI TELECOM INTL LTD,CLRI,3,18063820,4.6875,42015.0,0.013514,4.6875,4.8125,35973.0,78.0,0.011814,168623.4375,2001,1,200101,0.02631578947368421,0.24916465126622744,196945.3125
11671,1996-02-14,JBOH,J B OXFORD HOLDINGS INC,JBOH,3,46610710,2.875,84700.0,-0.041667,2.875,3.0,8655.0,54.0,0.00265,24883.125,1996,2,199602,0.0425531914893617,3.4039132946525004,243512.5
22913,2003-07-16,DLPX,DELPHAX TECHNOLOGIES INC,DLPX,3,24712X10,2.76,2845.0,-0.014286000000000002,2.75,2.8,6214.0,7.0,-0.002466,17150.64,2003,7,200307,0.018018018018017955,0.16588302244114506,7852.2
85298,2003-04-04,KNDL,KENDLE INTERNATIONAL INC,KNDL,3,48880L10,4.18,61768.0,-0.004762,4.18,4.26,12932.0,159.0,0.001335,54055.759999999995,2003,4,200304,0.018957345971564,1.1426719372736598,258190.24
13610,1999-01-05,OLN,OLIN CORP,,1,68066520,27.1875,244000.0,-0.054348,26.625,27.75,46796.0,,0.009512,1272266.25,1999,1,199901,0.041379310344827586,0.19178375595517055,6633750.0
80239,2000-05-24,EMAK,EQUITY MARKETING INC,EMAK,3,29472410,10.375,4100.0,-0.034884,10.375,10.5,6291.0,8.0,-0.00883,65269.125,2000,5,200005,0.011976047904191617,0.0628168372105494,42537.5
52230,2004-08-03,RHI,ROBERT HALF INTERNATIONAL INC,RHI,1,77032310,27.88,1056400.0,-0.006415,27.84,27.86,171593.0,,-0.006848999999999999,4784012.84,2004,8,200408,0.0007181328545780816,0.22081880532745393,29452432.0
79976,2006-02-23,ARCAF,ARCADIS NV,ARCAF,3,03923E10,37.0,2266.0,-0.017786,37.3,37.64,1398.0,19.0,-0.000399,51726.0,2006,2,200602,0.009073925807312607,0.04380775625410818,83842.0
82495,1998-07-08,GTBX,G T BICYCLES INC,GTBX,3,36229H10,7.3125,36836.0,0.000000,7.3125,7.375,9856.0,22.0,0.002922,72072.0,1998,7,199807,0.00851063829787234,0.5111000111000111,269363.25
84265,1997-06-18,SWLDY,SMALLWORLDWIDE,SWLDY,3,83168P10,16.875,7550.0,0.022727,16.0,17.5,3220.0,6.0,-0.000173,54337.5,1997,6,199706,0.08955223880597014,0.13894639981596504,127406.25
80012,1997-01-31,PLNR,PLANAR SYSTEMS INC,PLNR,3,72690010,12.25,12523.0,-0.010101,12.25,12.75,10948.0,23.0,0.005083,134113.0,1997,1,199701,0.04,0.09337648102719348,153406.75
75585,2001-06-01,HPII,HOME PRODUCTS INTERNATIONAL INC,HPII,3,43730510,2.17,0.0,-0.004587,2.16,2.18,7429.0,0.0,0.006182,16120.93,2001,6,200106,0.00921658986175116,0.0,0.0
56741,2001-03-21,COA,COACHMEN INDUSTRIES INC,,1,18987310,9.3,17700.0,-0.016913,9.16,9.45,15591.0,,-0.015952,144996.30000000002,2001,3,200103,0.031166039763567882,0.12207208045998413,164610.0
89704,2006-08-17,IHG,INTERCONTINENTAL HOTELS GRP PLC,IHG,1,45857P20,16.65,55300.0,0.001203,16.64,16.67,14682.0,,0.003179,244455.3,2006,8,200608,0.0018012608826179007,0.2262172266258903,920744.9999999999
29073,2001-12-26,AND,ANDREA ELECTRONICS CORP,,2,03439310,0.95,209300.0,0.266667,0.87,0.95,16234.0,,0.007185,15422.3,2001,12,200112,0.08791208791208788,13.57125720547519,198835.0
73091,1997-02-21,SKRI,STRIKER INDUSTRIES INC,SKRI,3,86331630,5.9375,0.0,0.024259,5.625,6.25,10913.0,0.0,7.000000000000002e-06,64795.9375,1997,2,199702,0.10526315789473684,0.0,0.0
77178,2003-06-24,QCOM,QUALCOMM INC,QCOM,3,74752510,35.81,9609168.0,-0.005250,35.81,35.82,789407.0,23187.0,0.0014199999999999998,28268664.67,2003,6,200306,0.000279212620410387,0.3399229539907376,344104306.08000004
88366,2000-07-21,OSCA,OSCA INC,OSCA,3,68783610,17.0,163415.0,-0.003663,17.0,17.0625,5600.0,71.0,-0.008244,95200.0,2000,7,200007,0.003669724770642202,1.7165441176470588,2778055.0
12221,2000-02-07,BSTW,BESTWAY INC,BSTW,3,08658420,6.015630000000002,0.0,0.000000,5.53125,6.5,1757.0,0.0,0.009064,10569.461910000004,2000,2,200002,0.16103896103896104,0.0,0.0
85839,1998-12-02,NUTR,NUTRACEUTICAL INTERNATIONAL CORP,NUTR,3,67060Y10,6.125,14350.0,0.000000,5.9375,6.0,11670.0,24.0,-0.000911,71478.75,1998,12,199812,0.010471204188481676,0.20075896682580488,87893.75
76443,2003-06-30,SFSW,STATE FINANCIAL SERVICES CORP,SFSW,3,85685510,21.95,375090.0,0.005958,22.12,21.9,6993.0,428.0,0.000404,153496.35,2003,6,200306,-0.009995456610631642,2.4436411680147443,8233225.5
69446,1999-10-13,VGZ,VISTA GOLD CORP,,2,92792610,0.15625,119000.0,-0.166667,0.15625,0.1875,90715.0,,-0.009734,14174.21875,1999,10,199910,0.18181818181818182,8.395524444689412,18593.75
85708,2000-08-21,PEDE,GREAT PEE DEE BANCORP,PEDE,3,39115R10,10.5625,1095.0,0.005952,10.5625,10.8125,1770.0,4.0,0.002064,18695.625,2000,8,200008,0.023391812865497075,0.058569852572460133,11565.9375
81481,1996-06-03,DLTR,DOLLAR TREE STORES INC,DLTR,3,25674710,42.5,70701.0,0.000000,42.5,43.5,24911.0,78.0,-0.001911,1058717.5,1996,6,199606,0.023255813953488372,0.06677985392703908,3004792.5
81878,1998-07-24,MASK,ALIGN RITE INTERNATIONAL INC,MASK,3,01625110,13.0625,16850.0,-0.014151,13.0625,13.25,4482.0,14.0,-0.003114,58546.125,1998,7,199807,0.014251781472684086,0.28780726307676213,220103.125
83499,2001-09-25,ENPT,EN POINTE TECHNOLOGIES INC,ENPT,3,29247F10,2.26,145205.0,-0.096000,2.26,2.3,6648.0,101.0,0.003965,15024.479999999998,2001,9,200109,0.017543859649122823,9.66456077015644,328163.3
82824,2004-05-27,HBY,HYBRIDON INC,HBY,3,44860M80,0.61,281600.0,0.051724,0.6,0.61,101949.0,,0.0049700000000000005,62188.89,2004,5,200405,0.016528925619834725,4.5281399941372165,171776.0
84028,1996-11-18,GAC,GULFSTREAM AEROSPACE CORP NEW,,1,40273410,23.125,67900.0,-0.005376,22.875,23.5,73181.0,,-0.002073,1692310.625,1996,11,199611,0.026954177897574125,0.04012265774198516,1570187.5
91494,2006-11-17,BBEP,BREITBURN ENERGY PARTNERS L P,BBEP,3,10677610,20.81,239032.0,0.015617,20.81,20.82,21976.0,817.0,-0.000954,457320.56,2006,11,200611,0.00048042277203946983,0.5226793214807574,4974255.92
84293,1998-11-27,BFFC,BIG FOOT FINANCIAL CORP,BFFC,3,08916510,14.0,1550.0,-0.017544,14.0,14.25,2458.0,2.0,0.011344,34412.0,1998,11,199811,0.017699115044247787,0.045042427060327794,21700.0
79148,2002-08-22,AINN,APPLIED INNOVATION INC,AINN,3,03791610,2.55,6145.0,0.040816,2.5,2.6,14951.0,15.0,0.011881999999999998,38125.049999999996,2002,8,200208,0.03921568627450984,0.16118011648509314,15669.749999999998
80469,1997-02-05,PSDI,PROJECT SOFTWARE & DEV INC,PSDI,3,74339P10,42.5,19832.0,0.000000,42.5,43.0,9720.0,33.0,-0.0043560000000000005,413100.0,1997,2,199702,0.011695906432748537,0.0480077463083999,842860.0
89481,2002-11-13,CRFN,CRESCENT FINANCIAL CORP,CRFN,2,22574410,10.93,4927.0,0.016744,10.81,11.0,2143.0,13.0,0.000303,23422.989999999998,2002,11,200211,0.01742320036680417,0.2103488922635411,53852.11
88410,2005-12-23,SRA,SERONO S A,SRA,1,81752M10,19.76,80500.0,0.000000,19.76,19.78,12209.0,,0.003363,241249.84000000003,2005,12,200512,0.0010116337885685165,0.33367897777673133,1590680.0000000002
76123,1997-06-23,SJP,ST JOE CORP,,1,79014810,83.375,6400.0,-0.008915000000000001,82.75,84.0,30566.0,,-0.0040490000000000005,2548440.25,1997,6,199706,0.014992503748125937,0.002511340024550311,533600.0
11077,2003-12-26,ASMI,A S M INTERNATIONAL N V,ASMI,3,N0704510,20.15,20275.0,0.005489,20.11,20.18,49370.0,107.0,0.004383,994805.4999999999,2003,12,200312,0.0034748076445768323,0.020380868421012954,408541.25
92340,1997-08-08,TCDN,TECHDYNE INC,TCDN,3,87832910,3.25,18925.0,-0.037037,3.25,3.5625,4335.0,16.0,-0.007118000000000002,14088.75,1997,8,199708,0.09174311926605505,1.3432703398101322,61506.25
17961,2005-10-05,BGG,BRIGGS & STRATTON CORP,BGG,1,10904310,33.55,478600.0,-0.019293,33.55,33.56,51846.0,,-0.01644,1739433.2999999998,2005,10,200510,0.0002980181791090781,0.27514708382321995,16057029.999999998
83589,2000-08-23,AXA,A X A UAP,,1,05453610,77.4375,90200.0,0.018914,77.0,77.5625,14042.0,,0.002525,1087377.375,2000,8,200008,0.007278608976951072,0.08295188227546117,6984862.5
84612,1998-04-28,FWRX,FIELDWORKS INCORPORATED,FWRX,3,31659P10,3.375,21250.0,0.018868,3.3125,3.5,8801.0,33.0,0.007348,29703.375,1998,4,199804,0.05504587155963303,0.715406919247392,71718.75
73796,1999-09-02,MTEC,MERIDIAN MEDICAL TECHNOLOGIES IN,MTEC,3,58965810,6.25,5333.0,0.000000,6.125,6.4375,2995.0,15.0,-0.0041140000000000005,18718.75,1999,9,199909,0.04975124378109453,0.2849015025041736,33331.25
10043,1999-04-06,AATI,ANALYSIS & TECHNOLOGY INC,AATI,3,03267210,23.6875,5782.0,-0.013021,23.6875,23.875,3638.0,13.0,-0.004543999999999999,86175.125,1999,4,199904,0.00788436268068331,0.06709592820433971,136961.125
88309,2005-08-29,MBT,MOBILE TELESYSTEMS OJSC,MBT,1,60740910,38.0,469800.0,0.008760,37.93,37.99,139021.0,,0.003949,5282798.0,2005,8,200508,0.0015806111696523254,0.08893014648676704,17852400.0
89730,2003-05-16,EEM,ISHARES TRUST,EEM,4,46428723,109.1,28500.0,0.000734,108.81,109.2,250.0,,-0.001224,27275.0,2003,5,200305,0.0035778175313059086,1.0449129239230064,3109350.0
78193,2004-09-09,PMTI,PALOMAR MEDICAL TECHNOLOGIES INC,PMTI,3,69752930,21.94,324985.0,-0.011266,21.92,22.01,15837.0,1545.0,0.007359,347463.78,2004,9,200409,0.004097427725927605,0.9353061202523036,7130170.9
18973,2006-10-05,BRC,BRADY CORP,BRC,1,10467410,35.71,114400.0,0.016156,35.69,35.7,50189.0,,0.008536,1792249.19,2006,10,200610,0.00028015128169225705,0.06383040965413966,4085224.0
37381,2006-01-26,FORD,FORWARD INDUSTRIES INC NY,FORD,3,34986230,11.3,607665.0,0.076190,11.23,11.24,7861.0,1839.0,0.009464,88829.3,2006,1,200601,0.0008900756564307777,6.840817162805515,6866614.5
34818,2006-08-30,SGK,SCHAWK INC,SGK,1,80637310,19.02,45800.0,0.025337,19.02,19.04,26477.0,,0.005191,503592.54,2006,8,200608,0.0010509721492380228,0.09094654182129068,871116.0
90062,2006-10-31,BDT,BLACKROCK STRATEGIC DIV ACH TR,BDT,1,09249Y10,14.53,54800.0,-0.008191,14.52,14.54,26908.0,,0.000668,390973.24,2006,10,200610,0.00137646249139708,0.1401630454299123,796244.0
78671,1997-05-16,STLTF,STOLT NIELSEN S A,STLTF,3,L8874210,17.5625,9440.0,-0.003546,17.5,17.625,30834.0,13.0,0.0007019999999999999,541522.125,1997,5,199705,0.0071174377224199285,0.017432344061657685,165790.0
83307,2004-11-19,PTEK,P T E K HOLDINGS INC,PTEK,1,69366M10,10.45,700814.0,-0.020619,10.44,10.45,70454.0,2653.0,-0.005731,736244.2999999999,2004,11,200411,0.0009573958831976819,0.9518769788777992,7323506.3
75327,1999-10-26,BHO,B & H OCEAN CARRIERS LTD,,2,05509010,1.0625,0.0,0.0,0.5,1.625,4314.0,,-0.000308,4583.625,1999,10,199910,1.0588235294117647,0.0,0.0
81074,1999-09-13,BIKE,CANNONDALE CORP,BIKE,3,13779810,9.0,16515.0,-0.006897,9.0,9.125,7491.0,40.0,-0.001343,67419.0,1999,9,199909,0.013793103448275862,0.2449606194099586,148635.0
75152,2002-03-12,STD,BANCO SANTANDER CENTRAL HISP SA,STD,1,05964H10,8.2,168800.0,-0.004854,8.15,8.23,60252.0,,-0.002667,494066.39999999997,2002,3,200203,0.009768009768009775,0.34165448206961657,1384159.9999999998
77523,1997-12-02,WFDS,WORTHINGTON FOODS INC,WFDS,3,98180910,22.75,41511.0,-0.005464,22.875,23.0,8663.0,32.0,-0.004062,197083.25,1997,12,199712,0.005449591280653951,0.21062672753772835,944375.25
83568,2000-03-10,TMAR,TRICO MARINE SERVICES INC,TMAR,3,89610610,6.8125,140098.0,0.048077,6.75,6.8125,20378.0,140.0,0.000308,138825.125,2000,3,200003,0.009216589861751152,1.0091689094463268,954417.625
83450,2002-06-26,GSH,GUANGSHEN RAILWAY LTD,GSH,1,40065W10,8.92,2100.0,-0.019780,8.91,9.0,2954.0,,-0.008431000000000001,26349.68,2002,6,200206,0.010050251256281392,0.0796973625486154,18732.0
53604,2001-06-04,GRC,GORMAN RUPP CO,,1,38308210,25.75,11300.0,-0.026465,25.65,26.0,8566.0,,0.005381,220574.5,2001,6,200106,0.013552758954501507,0.05122985657906966,290975.0
78947,2006-11-08,ELS,EQUITY LIFESTYLE PROPERTIES INC,ELS,1,29472R10,48.8,61000.0,0.006186,48.76,48.85,23572.0,,0.003894,1150313.5999999999,2006,11,200611,0.001844073353140117,0.053029017478364165,2976800.0
83945,1998-01-05,LEAP,LEAP GROUP INC,LEAP,3,52186210,1.25,38680.0,-0.090909,1.25,1.375,13615.0,23.0,0.005575,17018.75,1998,1,199801,0.09523809523809523,2.2727873668747707,48350.0
24548,2000-03-13,GENE,GENOME THERAPEUTICS CORP,GENE,3,37243010,40.1875,1851483.0,-0.119178,40.25,40.3125,19516.0,5003.0,-0.008059,784299.25,2000,3,200003,0.0015515903801396431,2.360684394381354,74406473.0625
80268,2000-12-27,QUIZ,QUIZNOS CORP,QUIZ,3,74905810,7.6875,0.0,0.025000,7.5,7.875,2347.0,0.0,0.010869,18042.5625,2000,12,200012,0.04878048780487805,0.0,0.0
81561,1999-02-19,GUSH,CANARGO ENERGY CORP,GUSH,2,13722510,0.28125,10250.0,0.125000,0.21875,0.28125,11224.0,2.0,0.003248,3156.75,1999,2,199902,0.25,3.2470103745941237,2882.8125
81241,1997-03-03,BRKS,BROOKS AUTOMATION INC,BRKS,3,11434A10,18.5,105630.0,0.006803,18.5,18.875,7591.0,66.0,-0.001439,140433.5,1997,3,199703,0.020066889632107024,0.7521709563601278,1954155.0
83283,2000-05-25,JDAS,J D A SOFTWARE GROUP INC,JDAS,3,46612K10,14.5,20200.0,-0.056911,14.5,14.5625,24207.0,44.0,-0.005172,351001.5,2000,5,200005,0.004301075268817204,0.05754961161134639,292900.0
76943,1996-04-19,MEDM,MEDAMICUS INC,MEDM,3,58402710,4.25,1000.0,-0.055556,4.0,4.5,3451.0,1.0,0.004296,14666.75,1996,4,199604,0.11764705882352941,0.06818143078732507,4250.0
88503,2000-09-15,AVSR,AVISTAR COMMUNICATIONS CORP,AVSR,3,05379X20,9.375,63735.0,-0.062500,9.3125,9.375,25067.0,147.0,-0.005812,235003.125,2000,9,200009,0.006688963210702341,0.2712091594526668,597515.625
77704,1998-06-15,WCBI,WESTCO BANCORP INC,WCBI,3,95750410,28.5,6000.0,-0.05,28.25,29.25,2465.0,7.0,-0.017514,70252.5,1998,6,199806,0.034782608695652174,0.08540621330201772,171000.0
65146,1998-09-04,BCH,BANCO CENTRAL HISPANOAMERICANO,,1,05947040,9.375,25200.0,0.0,9.125,9.5,4317.0,,0.0021,40471.875,1998,9,199809,0.040268456375838924,0.6226546212647672,236250.0
90731,2005-08-09,HTGC,HERCULES TECHNOLOGY GRTH CAP INC,HTGC,1,42709650,13.8,9525.0,0.006565,13.71,13.8,9802.0,58.0,0.000752,135267.6,2005,8,200508,0.006543075245365311,0.07041597544423055,131445.0
86419,2003-09-02,CBBO,COLUMBIA BANCORP ORE,CBBO,3,19723110,14.95,23203.0,0.013559,14.95,14.95,8729.0,136.0,0.013013,130498.54999999999,2003,9,200309,0.0,0.1778027418695457,346884.85
34936,2001-07-27,NSSI,NETWORK1 SECURITY SOLUTIONS,NSSI,2,64121N10,0.63,9107.0,-0.086957,0.63,0.7,6458.0,12.0,0.003519,4068.54,2001,7,200107,0.10526315789473677,2.2383950999621485,5737.41
84303,2000-03-23,DTAGY,DIGITALE TELEKABEL AG,DTAGY,3,25387W10,6.5,10501.0,-0.037037,6.5,6.875,700.0,11.0,0.006423999999999999,4550.0,2000,3,200003,0.056074766355140186,2.307912087912088,68256.5
15721,1999-01-19,ATW,ATWOOD OCEANICS INC,,1,05009510,20.0,54500.0,-0.050445,19.375,20.5,13625.0,,0.007704000000000002,272500.0,1999,1,199901,0.05642633228840126,0.2,1090000.0
80926,2001-09-28,CPE,CALLON PETROLEUM CO DEL,,1,13123X10,6.8,128300.0,0.095008,6.45,6.71,13380.0,,0.0251,90984.0,2001,9,200109,0.039513677811550116,1.41013804624989,872440.0
77088,2001-03-08,AVDO,AVADO BRANDS INC,AVDO,3,05336P10,0.59375,22500.0,0.000000,0.5625,0.59375,28260.0,13.0,-0.004226,16779.375,2001,3,200103,0.05405405405405406,1.340931947703654,13359.375
77678,1998-11-10,BSIS,BROADWAY & SEYMOR INC,BSIS,3,11143310,3.4375,61600.0,-0.017857,3.4375,3.625,9229.0,49.0,-0.002224,31724.6875,1998,11,199811,0.05309734513274336,1.941705493552931,211750.0
83311,2000-03-08,SLVR,SILVER DINER INC,SLVR,3,82765510,1.0,41935.0,0.000000,0.96875,1.0,11593.0,30.0,0.001191,11593.0,2000,3,200003,0.031746031746031744,3.6172690416630724,41935.0
31318,2004-09-13,EZM,E Z EM INC,EZM,3,26930540,17.16,5300.0,0.021429,17.1,17.16,10738.0,,0.005147,184264.08,2004,9,200409,0.0035026269702275958,0.028763066572714553,90948.0
