permno,date,ticker_x,comnam,tsymbol,hexcd,cusip,prc,vol,ret,bid,ask,shrout,numtrd,ewretd,mktcap,year,month,yrmo,bid_ask_spread,turnover,dollar_vol,ticker_y,russell1000,russell2000,name,r1000_wt,r2000_wt
26657,2000-03-06,GAP,GREAT ATLANTIC & PAC TEA INC,,1,39006410,22.125,144300.0,-0.032787000000000004,21.875,22.25,38367.0,,0.004817,848869.875,2000,3,200003,0.0169971671388102,0.1699907185421087,3192637.5,,,,,,
26657,1998-01-21,GAP,GREAT ATLANTIC & PAC TEA INC,,1,39006410,28.625,94800.0,-0.0043479999999999994,28.3125,29.0,38249.0,,-0.002208,1094877.625,1998,1,199801,0.023991275899672846,0.08658501903351984,2713650.0,,,,,,
89210,2002-04-25,MCGC,M C G CAPITAL CORP,MCGC,3,58047P10,19.348,70003.0,-0.004118,19.28,19.35,28282.0,92.0,-0.002207,547200.1359999999,2002,4,200204,0.0036241263266891172,0.127929427269002,1354418.044,,,,,,
89210,2002-09-18,MCGC,M C G CAPITAL CORP,MCGC,3,58047P10,14.851,72501.0,-0.054076,14.85,14.93,31293.0,179.0,-0.0066760000000000005,464732.343,2002,9,200209,0.005372733378106116,0.1560059270503581,1076712.351,,,,,,
39642,2001-12-10,BDX,BECTON DICKINSON & CO,,1,07588710,32.02,704500.0,-0.011769,31.98,32.15,258545.0,,-0.007336,8278610.9,2001,12,200112,0.00530173085919221,0.08509881772556795,22558090.000000004,,,,,,
67708,2000-10-18,RSE,ROUSE COMPANY,,1,77927310,24.75,244900.0,-0.002519,24.6875,24.875,69860.0,,-0.011103,1729035.0,2000,10,200010,0.007566204287515763,0.14163970075793722,6061275.0,,,,,,
86432,2006-12-27,PRSP,PROSPERITY BANCSHARES INC,PRSP,1,74360610,34.88,101174.0,0.016021,34.81,34.87,32792.0,702.0,0.008709,1143784.9600000002,2006,12,200612,0.0017221584385762102,0.08845543833694053,3528949.12,,,,,,
81007,2000-01-28,PRIA,P R I AUTOMATION INC,PRIA,3,69357H10,69.9375,447247.0,-0.072908,69.9375,70.0,22612.0,820.0,-0.015015,1581426.75,2000,1,200001,0.0008932559178204555,0.28281234018584805,31279337.0625,,,,,,
54770,1996-12-12,GFD,GUILFORD MILLS INC,,1,40179410,26.5,5400.0,-0.004695,26.0,27.0,14442.0,,-0.001602,382713.0,1996,12,199612,0.03773584905660377,0.01410978984251907,143100.0,,,,,,
54770,1998-05-29,GFD,GUILFORD MILLS INC,,1,40179410,27.0,52400.0,-0.004608,26.75,27.125,25836.0,,0.0026739999999999997,697572.0,1998,5,199805,0.013921113689095129,0.07511769394413767,1414800.0,,,,,,
28118,2005-11-30,NC,NACCO INDUSTRIES INC,NC,1,62957910,117.1,24200.0,0.012275,116.82,116.86,6614.0,,0.002684,774499.3999999998,2005,11,200511,0.00034234851078403163,0.031245989344859407,2833820.0,,,,,,
28118,2002-05-03,NC,NACCO INDUSTRIES INC,NC,1,62957910,75.25,8900.0,0.003333,75.18,75.22,6561.0,,-0.001777,493715.25,2002,5,200205,0.0005319148936169156,0.018026585162196226,669725.0,,,,,,
28118,1998-12-14,NC,NACCO INDUSTRIES INC,,1,62957910,89.0,30300.0,0.0035240000000000002,88.25,89.625,6466.0,,-0.014881,575474.0,1998,12,199812,0.015460295151089248,0.05265224840739981,2696700.0,,,,,,
22032,2002-12-13,CBSS,COMPASS BANCSHARES INC,CBSS,3,20449H10,30.76,618945.0,-0.00646,30.76,30.82,128192.0,1834.0,-0.009734,3943185.92,2002,12,200212,0.0019486846378693968,0.15696571568200365,19038748.2,,,,,,
22032,1997-03-10,CBSS,COMPASS BANCSHARES INC,CBSS,3,20449H10,48.25,194102.0,0.032086,47.875,48.25,40525.0,154.0,0.003124,1955331.25,1997,3,199703,0.0078023407022106625,0.09926809076467223,9365421.5,,,,,,
22032,2000-01-24,CBSS,COMPASS BANCSHARES INC,CBSS,3,20449H10,18.5,537792.0,-0.029508,18.5,18.5625,113650.0,426.0,-0.002527,2102525.0,2000,1,200001,0.0033726812816188873,0.2557838789075041,9949152.0,,,,,,
83244,1999-08-30,CENX,CENTURY ALUMINUM CO,CENX,3,15643110,9.75,55300.0,-0.042945,9.6875,9.875,20202.0,29.0,-0.007599,196969.5,1999,8,199908,0.019169329073482427,0.2807541269079731,539175.0,,,,,,
62148,1996-07-12,CSX,C S X CORP,,3,12640810,46.5,384200.0,0.0,46.375,46.75,211512.0,,-0.000831,9835308.0,1996,7,199607,0.008053691275167786,0.03906334199193355,17865300.0,,,,,,
62148,1998-02-27,CSX,C S X CORP,,3,12640810,55.9375,330100.0,-0.007761,55.4375,56.625,218309.0,,0.00476,12211659.6875,1998,2,199802,0.021193530395984383,0.02703154267702811,18464968.75,,,,,,
62148,1997-12-03,CSX,C S X CORP,,3,12640810,54.1875,822400.0,-0.001152,53.625,54.6875,218195.0,,-0.00038500000000000003,11823441.5625,1997,12,199712,0.019619157530294286,0.0695567357146144,44563800.0,,,,,,
62148,1997-11-10,CSX,C S X CORP,,3,12640810,53.375,592100.0,0.009456,52.75,53.9375,218195.0,,-0.001192,11646158.125,1997,11,199711,0.022261277094317515,0.05084080034333209,31603337.5,,,,,,
89607,2005-02-23,WC,WELLCHOICE INC,WC,1,94947510,52.7,179200.0,0.014437,52.65,52.74,84005.0,,0.002061,4427063.5,2005,2,200502,0.0017079419299744455,0.0404782989898383,9443840.0,WC,1.0,0.0,WELLCHOICE INC,9.8e-05,0.0
82504,1996-12-05,LCRY,LECROY CORP,LCRY,3,52324W10,38.0,19942.0,0.034014,37.25,38.0,5478.0,29.0,0.004228,208164.0,1996,12,199612,0.019933554817275743,0.09579946580580696,757796.0,,,,,,
73809,2006-03-22,SUSQ,SUSQUEHANNA BANCSHARES INC PA,SUSQ,3,86909910,24.89,136008.0,0.015090,24.86,24.89,46905.0,746.0,0.0061909999999999995,1167465.45,2006,3,200603,0.0012060301507538145,0.11649852250445615,3385239.12,,,,,,
73809,1998-12-16,SUSQ,SUSQUEHANNA BANCSHARES INC PA,SUSQ,3,86909910,21.25,32826.0,-0.017341,20.75,21.25,33826.0,29.0,0.00024300000000000002,718802.5,1998,12,199812,0.023809523809523808,0.045667620799872015,697552.5,,,,,,
83982,2003-05-12,CXR,COX RADIO INC,CXR,1,22405110,24.08,157800.0,0.033476,24.01,24.08,41471.0,,0.011639,998621.68,2003,5,200305,0.002911208151382688,0.15801779909284566,3799824.0,,,,,,
47941,2000-09-15,GCI,GANNETT CO INC,,1,36473010,52.75,938200.0,0.0035670000000000003,52.5625,52.75,263634.0,,-0.0058119999999999995,13906693.5,2000,9,200009,0.003560830860534124,0.06746391584742988,49490050.0,,,,,,
47941,1999-10-26,GCI,GANNETT CO INC,,1,36473010,71.75,741200.0,-0.003472,71.5625,71.9375,279719.0,,-0.000308,20069838.25,1999,10,199910,0.005226480836236934,0.03693104003964755,53181100.0,,,,,,
20618,1999-10-07,CRS,CARPENTER TECHNOLOGY CORP,,1,14428510,24.3125,64400.0,0.005168,23.75,24.625,21930.0,,0.000113,533173.125,1999,10,199910,0.036175710594315236,0.12078628306706195,1565725.0,,,,,,
22779,2000-12-21,MOT,MOTOROLA INC,,1,62007610,17.5,15357000.0,-0.050847,17.125,17.75,2184366.0,,-0.005028,38226405.0,2000,12,200012,0.035842293906810034,0.40173801329212105,268747500.0,,,,,,
22779,1999-03-04,MOT,MOTOROLA INC,,1,62007610,67.0,2501500.0,0.010368,66.875,67.25,600178.0,,0.0032159999999999997,40211926.0,1999,3,199903,0.005591798695246971,0.062207913144970976,167600500.0,,,,,,
87611,2006-11-15,INFT,INFORTE CORPORATION,INFT,3,45677R10,3.5599,44100.0,-0.011139,3.53,3.56,11905.0,127.0,0.0055320000000000005,42380.6095,2006,11,200611,0.00846262341325818,1.040570216433532,156991.59,,,,,,
87611,2004-08-24,INFT,INFORTE CORPORATION,INFT,3,45677R10,8.58,29700.0,0.001167,8.57,8.61,11039.0,88.0,0.0005769999999999999,94714.62,2004,8,200408,0.004656577415599435,0.31357355390329394,254826.0,,,,,,
84559,2003-07-14,ERES,ERESEARCHTECHNOLOGY INC,ERES,3,29481V10,27.09,343477.0,0.037931,27.08,27.09,21965.0,1394.0,0.009623,595031.85,2003,7,200307,0.0003692080487355201,0.5772413695166065,9304791.93,,,,,,
35829,2000-11-06,FISB,FIRST INDIANA CORP,FISB,3,32054R10,23.25,5180.0,-0.03125,23.25,23.625,12443.0,11.0,0.00019099999999999998,289299.75,2000,11,200011,0.016,0.017905304100677585,120435.0,FISB,0.0,1.0,FIRST IND CORP,0.0,0.000259
72696,1998-05-15,SPF,STANDARD PACIFIC CORP NEW,,1,85375C10,17.0625,68900.0,-0.031915,16.9375,17.375,29721.0,,-0.003006,507114.5625,1998,5,199805,0.025500910746812388,0.1358667352409151,1175606.25,,,,,,
78065,1998-04-06,RAIL,RAILAMERICA INC,RAIL,1,75075310,6.75,42235.0,0.000000,6.6875,6.75,9480.0,20.0,-0.002702,63990.0,1998,4,199804,0.009302325581395349,0.6600250039068605,285086.25,,,,,,
78065,1998-02-10,RAIL,RAILAMERICA INC,RAIL,1,75075310,6.4375,93295.0,0.000000,6.4375,6.5625,9480.0,33.0,0.006568000000000001,61027.5,1998,2,199802,0.019230769230769232,1.5287370447748965,600586.5625,,,,,,
78065,2004-03-05,RRA,RAILAMERICA INC,RRA,1,75075310,11.7,138800.0,-0.010989,11.64,11.67,31979.0,,0.003454,374154.3,2004,3,200403,0.0025740025740025193,0.3709699447527397,1623960.0,,,,,,
78065,2004-03-18,RRA,RAILAMERICA INC,RRA,1,75075310,11.76,93300.0,0.001704,11.76,11.77,31979.0,,-0.001807,376073.04,2004,3,200403,0.0008499787505312187,0.2480901050498063,1097208.0,,,,,,
83967,2000-09-21,CLSR,CLOSURE MEDICAL CORP,CLSR,3,18909310,22.5,34043.0,-0.019074,22.375,22.5,13410.0,70.0,-0.006886,301725.0,2000,9,200009,0.0055710306406685246,0.11282790620598225,765967.5,,,,,,
83967,2000-11-07,CLSR,CLOSURE MEDICAL CORP,CLSR,3,18909310,24.6875,25256.0,-0.038929,24.625,25.0,13413.0,40.0,0.001529,331133.4375,2000,11,200011,0.015113350125944584,0.0762713671886428,623507.5,,,,,,
83967,2005-03-08,CLSR,CLOSURE MEDICAL CORP,CLSR,3,18909310,26.68,429637.0,-0.001871,26.68,26.69,14446.0,1124.0,-0.004019,385419.28,2005,3,200503,0.0003747423646243793,1.1147262793911088,11462715.16,,,,,,
86595,2003-09-25,MFI,MICROFINANCIAL INC,MFI,3,59507210,2.96,5700.0,-0.016611,2.91,2.96,13461.0,,-0.013231999999999999,39844.56,2003,9,200309,0.017035775127768254,0.14305591528680453,16872.0,,,,,,
86595,2002-11-18,MFI,MICROFINANCIAL INC,MFI,3,59507210,1.75,19400.0,0.035503,1.66,1.75,12822.0,,-0.001622,22438.5,2002,11,200211,0.05278592375366573,0.8645854223767185,33950.0,,,,,,
64020,1998-09-09,LUB,LUBYS CAFETERIAS INC,,1,54928210,15.125,34000.0,-0.034646,15.0,15.3125,23271.0,,-0.012019,351973.875,1998,9,199809,0.020618556701030927,0.09659807847954624,514250.0,,,,,,
51829,2004-07-13,CCUR,CONCURRENT COMPUTER CORP NEW,CCUR,3,20671020,1.52,249247.0,-0.019355,1.52,1.53,62798.0,592.0,-0.0009699999999999999,95452.96,2004,7,200407,0.006557377049180335,2.611202418447788,378855.44,,,,,,
32986,2000-05-02,ATO,ATMOS ENERGY CORP,,1,04956010,15.9375,43400.0,-0.003906,15.75,16.125,31532.0,,-0.008385,502541.25,2000,5,200005,0.023529411764705882,0.08636106986242423,691687.5,,,,,,
82184,1997-05-02,KELL,KELLSTROM INDUSTRIES INC,KELL,3,48803510,14.0,104935.0,0.018182,13.875,14.25,2882.0,63.0,0.015188,40348.0,1997,5,199705,0.02666666666666667,2.6007484881530685,1469090.0,,,,,,
79009,2000-04-17,SIII,S3 INC,SIII,3,78484910,13.125,3072385.0,-0.058296,13.125,13.125,91194.0,2141.0,-0.009437000000000001,1196921.25,2000,4,200004,0.0,2.566906552958267,40325053.125,,,,,,
76664,2000-05-17,WCLX,WISCONSIN CENTRAL TRANSN CORP,WCLX,3,97659210,13.0,172195.0,-0.037037,13.0,13.0625,46401.0,193.0,-0.00621,603213.0,2000,5,200005,0.004796163069544364,0.2854630122361421,2238535.0,,,,,,
76664,2001-03-21,WCLX,WISCONSIN CENTRAL TRANSN CORP,WCLX,3,97659210,16.0,63478.0,0.003922,15.9375,16.0,46394.0,83.0,-0.015952,742304.0,2001,3,200103,0.003913894324853229,0.08551482950381514,1015648.0,,,,,,
76664,1999-05-25,WCLX,WISCONSIN CENTRAL TRANSN CORP,WCLX,3,97659210,20.5,369733.0,-0.026706,20.4375,20.5,51146.0,272.0,-0.009309,1048493.0,1999,5,199905,0.003053435114503817,0.3526327786642353,7579526.5,,,,,,
65365,2000-02-18,MYE,MYERS INDUSTRIES INC,,1,62846410,14.0,11700.0,-0.013216,13.75,14.375,19992.0,,-0.006761,279888.0,2000,2,200002,0.04444444444444445,0.04180243525981821,163800.0,,,,,,
83531,2000-04-04,MLNM,MILLENNIUM PHARMACEUTICALS INC,MLNM,3,59990210,122.0,1662469.0,-0.061538,121.9375,122.0,44966.0,3123.0,-0.028033,5485852.0,2000,4,200004,0.0005124263387138099,0.3030466370583822,202821218.0,,,,,,
83531,2001-10-31,MLNM,MILLENNIUM PHARMACEUTICALS INC,MLNM,3,59990210,25.46,4320145.0,0.046445,25.46,25.47,221360.0,7850.0,0.010759999999999999,5635825.6000000015,2001,10,200110,0.0003926958570586299,0.7665505121379199,109990891.7,,,,,,
39917,2006-06-07,WY,WEYERHAEUSER CO,WY,1,96216610,60.38,1979600.0,-0.016452,60.25,60.4,246226.0,,-0.003708,14867125.88,2006,6,200606,0.0024865312888520275,0.1331528377427043,119528248.0,,,,,,
39917,2006-12-01,WY,WEYERHAEUSER CO,WY,1,96216610,64.81,1286800.0,0.00201,64.77,64.81,236532.0,,-0.002653,15329638.92,2006,12,200612,0.000617379225189169,0.08394196410726679,83397508.0,,,,,,
10916,1997-04-10,CTY,COMMUNITY BANKS INC PA,,3,20362810,31.75,200.0,0.003953,31.125,32.25,3009.0,,-0.000768,95535.75,1997,4,199704,0.035502958579881665,0.0020934571613244256,6350.0,,,,,,
14891,1999-12-29,UCL,UNOCAL CORP,,1,91528910,34.0,407900.0,0.001842,33.875,34.25,242385.0,,0.014143000000000001,8241090.0,1999,12,199912,0.011009174311926606,0.04949587979260025,13868600.0,,,,,,
14891,1999-06-09,UCL,UNOCAL CORP,,1,91528910,39.5625,1440600.0,-0.036530,39.25,40.0,242168.0,,0.002573,9580771.5,1999,6,199906,0.01892744479495268,0.1503636737396357,56993737.5,,,,,,
77081,2004-06-24,YRK,YORK INTERNATIONAL CORP NEW,YRK,1,98667010,39.69,456100.0,-0.023856,39.7,39.74,41330.0,,0.001372,1640387.7,2004,6,200406,0.001007049345417904,0.27804402581170296,18102609.0,,,,,,
75888,2005-10-26,WGR,WESTERN GAS RESOURCES INC,WGR,1,95825910,42.95,660200.0,-0.0073950000000000005,42.94,42.95,74618.0,,-0.0034270000000000004,3204843.1,2005,10,200510,0.00023285597857736909,0.20600072434123215,28355590.000000004,,,,,,
18973,1997-05-16,BRCOA,BRADY W H CO,BRCOA,1,10467410,25.25,43262.0,0.035897,24.5,25.25,20151.0,35.0,0.0007019999999999999,508812.75,1997,5,199705,0.03015075376884422,0.08502538507535434,1092365.5,,,,,,
18973,2006-10-05,BRC,BRADY CORP,BRC,1,10467410,35.71,114400.0,0.016156,35.69,35.7,50189.0,,0.008536,1792249.19,2006,10,200610,0.00028015128169225705,0.06383040965413966,4085224.0,,,,,,
18973,1999-02-17,BRCOA,BRADY CORP,BRCOA,1,10467410,24.0,78918.0,0.005236,24.0,24.125,20778.0,109.0,-0.012270999999999999,498672.0,1999,2,199902,0.005194805194805196,0.15825632880931756,1894032.0,,,,,,
67432,2000-11-27,BSH,BUSH INDUSTRIES INC,,1,12316410,12.625,39300.0,0.000000,12.5,12.8125,10210.0,,-0.004631000000000001,128901.25,2000,11,200011,0.02469135802469136,0.30488455309781715,496162.5,,,,,,
67432,2002-07-01,BSH,BUSH INDUSTRIES INC,BSH,1,12316410,12.38,22000.0,0.031667,12.2,12.28,10385.0,,-0.018512,128566.3,2002,7,200207,0.006535947712418307,0.17111793681547965,272360.0,,,,,,
35554,2003-03-19,MTB,M & T BANK CORP,MTB,1,55261F10,79.38,281200.0,0.010824,79.36,79.48,92294.0,,0.003193,7326297.72,2003,3,200303,0.0015109544195417346,0.03838227857330374,22321656.0,,,,,,
35554,1999-01-06,MTB,M & T BANK CORP,,1,55261F10,517.75,3400.0,0.0072959999999999995,514.375,517.8125,7775.0,,0.014865999999999999,4025506.25,1999,1,199901,0.006660611565243718,0.0008446142643549491,1760350.0,,,,,,
78889,2005-12-06,GLBL,GLOBAL INDUSTRIES LTD,GLBL,3,37933610,12.51,1091854.0,-0.005564,12.48,12.51,114584.0,5113.0,0.001998,1433445.84,2005,12,200512,0.00240096038415361,0.7616988166082368,13659093.54,,,,,,
38973,1998-01-27,WH,WHITMAN CORP,,1,96647K10,24.8125,2431000.0,0.007614,24.6875,25.0,101523.0,,0.002264,2519039.4375,1998,1,199801,0.012578616352201259,0.9650503933406559,60319187.5,,,,,,
76744,2004-06-03,VRTX,VERTEX PHARMACEUTICALS INC,VRTX,3,92532F10,8.8,526689.0,-0.037199,8.86,8.87,78787.0,1658.0,-0.009511,693325.6000000001,2004,6,200406,0.001128031584884353,0.7596560692407722,4634863.2,,,,,,
76744,2005-07-22,VRTX,VERTEX PHARMACEUTICALS INC,VRTX,3,92532F10,17.14,1381124.0,-0.033277,17.13,17.14,95324.0,5062.0,0.007564,1633853.36,2005,7,200507,0.0005836008170412351,0.8453169873213101,23672465.36,,,,,,
76744,2005-01-03,VRTX,VERTEX PHARMACEUTICALS INC,VRTX,3,92532F10,10.24,824090.0,-0.031219999999999998,10.18,10.17,80765.0,3427.0,-0.009869,827033.6,2005,1,200501,-0.0009828009828009617,0.9964407733857488,8438681.6,,,,,,
37807,2006-07-25,VAL,VALSPAR CORP,VAL,1,92035510,24.2,765500.0,-0.009415,24.24,24.25,101934.0,,0.006220000000000001,2466802.8,2006,7,200607,0.0004124561765313081,0.3103207114893822,18525100.0,,,,,,
37807,2003-11-17,VAL,VALSPAR CORP,VAL,1,92035510,49.17,111800.0,0.003469,49.04,49.17,50630.0,,-0.009705,2489477.1,2003,11,200311,0.0026473882496691283,0.044909029289725136,5497206.0,,,,,,
37807,2005-12-30,VAL,VALSPAR CORP,VAL,1,92035510,24.67,284400.0,-0.012410,24.65,24.66,101264.0,,5.3e-05,2498182.8800000004,2005,12,200512,0.00040559724193881815,0.11384274637251535,7016148.000000001,,,,,,
37807,1997-09-11,VAL,VALSPAR CORP,,1,92035510,31.0625,18700.0,-0.013889,30.875,31.625,43791.0,,1.9e-05,1360257.9375,1997,9,199709,0.024,0.013747392670516948,580868.75,,,,,,
84222,1997-04-16,IMRS,INFORMATION MANAGEMENT RESOURCES,IMRS,3,45675E10,23.0,156760.0,0.051429,23.0,23.25,9754.0,106.0,-0.000331,224342.0,1997,4,199704,0.010810810810810813,0.6987545800608,3605480.0,,,,,,
84222,1997-07-02,IMRS,INFORMATION MANAGEMENT RESOURCES,IMRS,3,45675E10,44.1875,52541.0,0.001416,44.125,44.25,9754.0,55.0,0.003554,431004.875,1997,7,199707,0.002828854314002829,0.12190349355097202,2321655.4375,,,,,,
88748,2006-03-28,WHQ,W H ENERGY SERVICES INC,WHQ,1,92925E10,41.3,210200.0,0.027108,41.29,41.34,28546.0,,-0.002449,1178949.7999999998,2006,3,200603,0.0012102142079149039,0.17829427512520046,8681260.0,,,,,,
80470,1998-07-17,QTRN,QUINTILES TRANSNATIONAL CORP,QTRN,3,74876710,49.0,420710.0,0.007712,49.0,49.125,75642.0,316.0,0.002313,3706458.0,1998,7,199807,0.0025477707006369425,0.11350728916933632,20614790.0,,,,,,
80399,2006-09-01,MAC,MACERICH CO,MAC,1,55438210,73.68,146700.0,-0.013126,73.55,73.62,71808.0,,0.00361,5290813.44,2006,9,200609,0.0009512808316913418,0.027727305387656987,10808856.000000002,,,,,,
80399,2002-11-19,MAC,MACERICH CO,MAC,1,55438210,29.1,174500.0,0.001721,29.1,29.11,36257.0,,-0.0030859999999999998,1055078.7,2002,11,200211,0.00034358357670496515,0.16539050594045734,5077950.0,,,,,,
80399,2002-05-22,MAC,MACERICH CO,MAC,1,55438210,29.03,224600.0,-0.017597,29.02,29.05,36455.0,,-0.002236,1058288.65,2002,5,200205,0.0010332357499569878,0.2122294328678664,6520138.0,,,,,,
83129,1999-08-27,CYLK,CYLINK CORP,CYLK,3,23256510,7.5,155693.0,-0.016393,7.4375,7.5,29118.0,216.0,-0.001157,218385.0,1999,8,199908,0.008368200836820083,0.7129290015339882,1167697.5,,,,,,
83129,1996-10-08,CYLK,CYLINK CORP,CYLK,3,23256510,15.0625,442449.0,0.021186,15.0,15.25,25448.0,275.0,-0.001713,383310.5,1996,10,199610,0.016528925619834708,1.1542835377585534,6664388.0625,,,,,,
83129,1997-04-09,CYLK,CYLINK CORP,CYLK,3,23256510,9.875,83753.0,0.039474,9.75,10.125,25815.0,58.0,0.002199,254923.125,1997,4,199704,0.03773584905660377,0.3285421830600892,827060.875,,,,,,
21960,1996-01-04,CSK,CHESAPEAKE CORP VA,,1,16515910,29.875,57500.0,-0.020492,29.125,30.0,23899.0,,-0.005707,713982.625,1996,1,199601,0.029598308668076112,0.08053417266281515,1717812.5,,,,,,
48071,1998-06-08,JPM,MORGAN J P & CO INC,,1,61688010,123.6875,1095600.0,0.010725,123.125,124.0,178420.0,,0.000505,22068323.75,1998,6,199806,0.007081436519979768,0.0496458187042865,135512025.0,JPM,1.0,0.0,MORGAN (J P) & CO,0.0022010000000000003,0.0
83720,2001-07-30,FFG,F B L FINANCIAL GROUP INC,,1,30239F10,18.19,3400.0,-0.014092,18.1,18.25,26161.0,,-0.001137,475868.59,2001,7,200107,0.008253094910591393,0.00714482962617894,61846.00000000001,,,,,,
83720,1998-04-13,FFG,F B L FINANCIAL GROUP INC,,1,30239F10,58.0,28200.0,0.016429,57.625,58.125,16806.0,,3e-06,974748.0,1998,4,199804,0.008639308855291577,0.028930554358665005,1635600.0,,,,,,
83456,1996-07-25,PNN,PENN ENGINEERING & MFG CORP,,1,70738930,17.125,13300.0,-0.021429,16.875,17.25,5186.0,,0.010801999999999999,88810.25,1996,7,199607,0.02197802197802198,0.1497574885781765,227762.5,,,,,,
12067,1996-01-11,NVLS,NOVELLUS SYSTEMS INC,NVLS,3,67000810,50.75,1147818.0,0.074074,50.75,51.25,15942.0,1102.0,0.007645999999999998,809056.5,1996,1,199601,0.00980392156862745,1.4187117957769328,58251763.5,,,,,,
12067,1996-07-24,NVLS,NOVELLUS SYSTEMS INC,NVLS,3,67000810,32.75,926357.0,-0.022387999999999998,32.5,32.75,16093.0,1021.0,-0.016076,527045.75,1996,7,199607,0.007662835249042145,1.7576405843325746,30338191.75,,,,,,
12067,2006-10-19,NVLS,NOVELLUS SYSTEMS INC,NVLS,3,67000810,26.98,5522394.0,0.020038,26.97,26.98,123604.0,19782.0,0.0049380000000000005,3334835.92,2006,10,200610,0.0003707136237257298,1.6559717276884796,148994190.12,,,,,,
86362,2000-07-26,SYXI,I X Y S CORP DEL,SYXI,3,46600W10,57.1875,147565.0,-0.062500,57.1875,58.375,12236.0,546.0,-0.004929,699746.25,2000,7,200007,0.02055164954029205,0.21088358815785008,8438873.4375,,,,,,
86362,2005-05-09,SYXI,I X Y S CORP DEL,SYXI,3,46600W10,10.23,258131.0,0.080253,10.22,10.19,33359.0,1048.0,0.006494,341262.57,2005,5,200505,-0.0029397354238119683,0.7563999767100154,2640680.13,,,,,,
23851,1999-08-23,CSR,CENTRAL & SOUTH WEST CORP,,1,15235710,22.1875,475300.0,-0.005602,22.0,22.5,212614.0,,0.0044009999999999995,4717373.125,1999,8,199908,0.02247191011235955,0.10075522698874917,10545718.75,,,,,,
23851,1996-01-29,CSR,CENTRAL & SOUTH WEST CORP,,1,15235710,27.375,553800.0,0.004587,27.25,27.375,192398.0,,0.003282,5266895.25,1996,1,199601,0.004576659038901603,0.10514733514018527,15160275.0,,,,,,
23851,1997-04-14,CSR,CENTRAL & SOUTH WEST CORP,,1,15235710,19.125,619900.0,-0.019231,19.0,19.25,212141.0,,-0.002668,4057196.625,1997,4,199704,0.013071895424836602,0.15279022864710187,11855587.5,,,,,,
23851,1999-10-14,CSR,CENTRAL & SOUTH WEST CORP,,1,15235710,21.25,397100.0,0.014925,20.625,21.75,212648.0,,-0.001013,4518770.0,1999,10,199910,0.05309734513274336,0.08787789597611739,8438375.0,,,,,,
86719,1999-06-03,EWBC,EAST WEST BANCORP INC,EWBC,3,27579R10,10.0625,88980.0,0.000000,10.0,10.0625,22423.0,25.0,0.002388,225631.4375,1999,6,199906,0.006230529595015576,0.3943599393147508,895361.25,,,,,,
86719,2005-05-26,EWBC,EAST WEST BANCORP INC,EWBC,3,27579R10,33.8,95043.0,0.012886,33.76,33.8,52624.0,581.0,0.008589,1778691.2,2005,5,200505,0.0011841326228537346,0.05343423299108918,3212453.4,,,,,,
79455,1996-06-25,UMC,UNITED MERIDIAN CORP,,1,91086510,31.0,375300.0,0.016393,30.875,31.375,28384.0,,-0.0047469999999999995,879904.0,1996,6,199606,0.01606425702811245,0.4265238025966469,11634300.0,,,,,,
64961,1998-06-18,QSII,QUALITY SYSTEMS INC,QSII,3,74758210,10.375,30440.0,0.024691,10.125,10.375,5998.0,34.0,-0.003546,62229.25,1998,6,199806,0.024390243902439025,0.48915903694805896,315815.0,,,,,,
64961,2002-04-24,QSII,QUALITY SYSTEMS INC,QSII,3,74758210,15.399,12100.0,0.026600,15.25,15.4,6105.0,25.0,-0.002368,94010.895,2002,4,200204,0.00978792822185973,0.1287084863940504,186327.9,,,,,,
64961,2004-11-26,QSII,QUALITY SYSTEMS INC,QSII,3,74758210,61.59,22759.0,0.012161,61.59,61.65,6451.0,161.0,0.004959000000000001,397317.09,2004,11,200411,0.0009737098344692496,0.05728170414215004,1401726.81,,,,,,
64961,1996-12-17,QSII,QUALITY SYSTEMS INC,QSII,3,74758210,7.0,13200.0,0.000000,6.875,7.375,5966.0,19.0,-0.002288,41762.0,1996,12,199612,0.07017543859649122,0.31607681624443273,92400.0,,,,,,
70172,1996-07-23,REL,RELIANCE GROUP HOLDINGS INC,,1,75946410,7.625,155900.0,-0.016129,7.625,7.75,113310.0,,-0.015919,863988.75,1996,7,199607,0.016260162601626018,0.1804421643221628,1188737.5,,,,,,
73139,2001-08-27,SYK,STRYKER CORP,,1,86366710,54.97,340600.0,-0.003625,54.87,54.98,196123.0,,-0.001755,10780881.31,2001,8,200108,0.0020027309968138267,0.031592964453107414,18722782.0,,,,,,
73139,1996-10-01,STRY,STRYKER CORP,STRY,1,86366710,29.25,999550.0,-0.029046,29.0,29.25,96742.0,601.0,-0.0019100000000000002,2829703.5,1996,10,199610,0.008583690987124462,0.3532348883902501,29236837.5,,,,,,
73139,1997-07-18,STRY,STRYKER CORP,STRY,1,86366710,42.125,276224.0,0.015060,42.0,42.125,96075.0,258.0,-0.002572,4047159.375,1997,7,199707,0.0029717682020802376,0.06825132751289292,11635936.0,,,,,,
73139,2001-12-13,SYK,STRYKER CORP,,1,86366710,52.48,396700.0,-0.008876,52.23,52.74,196610.0,,-0.008348999999999999,10318092.8,2001,12,200112,0.009717062017719446,0.038447027729775804,20818816.0,,,,,,
