date,cusip,ticker,mktvalue,shares,russell1000,russell2000,name,r1000_wt,r2000_wt,year,month,yrmo
2005-06-30,69002720,OUTD,79243.84,5759,0,1,OUTDOOR CHANNEL HLDGS,0.0,6.8e-05,2005,6,200506
1997-12-31,02906610,APCC,1880219.25,79586,1,0,AMERICAN PWR CNVRSIO,0.000234,0.0,1997,12,199712
2003-09-30,74960710,RLI,596148.28,18109,0,1,RLI CORP,0.0,0.0007700000000000001,2003,9,200309
1996-04-30,71271310,PSFT,,27912,1,0,PEOPLESOFT INC,0.0328,0.0,1996,4,199604
1999-06-30,83169010,SMOD,492477.0,28344,0,1,SMART MODULAR TECHNO,0.0,0.00054,1999,6,199906
1996-02-29,72579020,PRY A,,11315,0,1,PITTWAY CORP/DE  -CL,0.0,0.1368,1996,2,199602
2003-01-31,92932810,WSFS,256923.9,7857,0,1,WSFS FINL CORP,0.0,0.00044100000000000004,2003,1,200301
1997-03-31,36853810,GELX,,13498,0,1,GELTEX PHARMACEUTICA,0.0,0.044000000000000004,1997,3,199703
2000-07-31,42217K10,HCN,514386.0,28577,0,1,HEALTH CARE REIT INC,0.0,0.000553,2000,7,200007
2003-08-29,74835610,STR,2651540.32,82654,1,0,QUESTAR CORP,0.000273,0.0,2003,8,200308
1996-08-30,72813P10,PYX,,24066,0,1,PLAYTEX PRODUCTS INC,0.0,0.0314,1996,8,199608
2005-01-31,20362810,CMTY,292505.76,10691,0,1,COMMUNITY BANKS INC,0.0,0.000268,2005,1,200501
2006-01-31,92025310,VMI,689100.3,17206,0,1,VALMONT INDUSTRIES INC,0.0,0.000525,2006,1,200601
2000-05-31,10458010,BTR,476698.0,22172,0,1,BRADLEY REAL ESTATE,0.0,0.000539,2000,5,200005
2001-10-30,70756910,PENN,168153.6,8758,0,1,PENN NATL GAMING INC,0.0,0.000241,2001,10,200110
2004-10-29,76075910,RSG,4748528.4,154173,1,0,REPUBLIC SERVICES INC,0.000424,0.0,2004,10,200410
2003-01-31,42823610,HPQ,47094084.82,2705002,1,0,HEWLETT PACKARD CO,0.00576,0.0,2003,1,200301
2004-05-28,37930210,GRT,687205.75,30775,0,1,GLIMCHER REALTY TRUST,0.0,0.000762,2004,5,200405
1998-12-31,54231210,LSS,227772.0,22496,0,1,LONE STAR TECHNOLOGI,0.0,0.000266,1998,12,199812
2005-07-29,00846X10,AGIL,345774.22,53278,0,1,AGILE SOFTWARE CORP,0.0,0.000283,2005,7,200507
2006-05-31,67072V10,NXTM,60375.0,5750,0,1,NXSTAGE MEDICAL INC,0.0,4.7e-05,2006,5,200605
2002-12-31,65440K10,NDN,1109667.18,41313,1,0,99 CENTS ONLY STORES,0.000132,0.0,2002,12,200212
2003-06-30,02711810,ANL,86083.2,5124,0,1,AMERICAN LAND LEASE INC,0.0,0.000121,2003,6,200306
2006-01-31,68668810,ORA,253659.0,7196,0,1,ORMAT TECHNOLOGIES INC,0.0,0.000193,2006,1,200601
2003-08-29,78644910,SFE,311401.71,119311,0,1,SAFEGUARD SCIENTIFICS,0.0,0.000395,2003,8,200308
2000-10-31,28102010,EIX,7778737.62,325811,1,0,EDISON INTL,0.000595,0.0,2000,10,200010
2004-04-30,83001P10,PKS,688144.31,92617,0,1,SIX FLAGS INC,0.0,0.000772,2004,4,200404
1999-06-30,05964610,SBP,136281.56,7545,0,1,BANCO SANTANDER P R,0.0,0.000149,1999,6,199906
2006-04-28,46114210,INTV,272270.92,37868,0,1,INTERVOICE INC,0.0,0.0002,2006,4,200604
1998-01-30,25385910,DMIC,787312.5,39000,0,1,DIGITAL MICROWAVE CO,0.0,0.0922,1998,1,199801
1996-09-30,07785310,BEL,,437677,1,0,BELL ATLANTIC CORP,0.4585,0.0,1996,9,199609
2001-07-31,03738910,AOC,8094759.35,228343,1,0,AON CORP,0.000721,0.0,2001,7,200107
2004-12-31,79543510,SLXP,633240.0,36000,0,1,SALIX PHARMACEUTICALS,0.0,0.000553,2004,12,200412
2003-05-30,77537110,ROH,5079608.19,156633,1,0,ROHM & HAAS CO,0.000551,0.0,2003,5,200305
2006-07-31,20172310,CMC,2730106.18,120322,1,0,COMMERCIAL METALS CO,0.000212,0.0,2006,7,200607
1997-02-28,75190710,RMTR,,26962,0,1,RAMTRON INTERNATIONA,0.0,0.026000000000000002,1997,2,199702
2003-09-30,88033G10,THC,6756730.0,466625,1,0,TENET HEALTHCARE CORP,0.0007030000000000001,0.0,2003,9,200309
1997-11-28,74190310,PMK,878073.87,25921,0,1,PRIMARK CORP,0.0,0.1022,1997,11,199711
1999-04-30,76075810,RSFC,438979.38,50530,0,1,REPUBLIC SEC FINL CO,0.0,0.0005059999999999999,1999,4,199904
1998-11-30,21935010,GLW,9275455.5,231164,1,0,CORNING INC,0.000951,0.0,1998,11,199811
2004-08-31,92904210,VNO,6018997.8,95905,1,0,VORNADO REALTY TRUST,0.00055,0.0,2004,8,200408
2003-01-31,04560410,AEC,101187.66,16242,0,1,ASSOCIATED ESTATES R,0.0,0.000174,2003,1,200301
1999-12-31,85206150,PCS,22836795.0,222798,1,0,SPRINT CORP,0.0018280000000000002,0.0,1999,12,199912
2006-01-31,78486Q10,SIVB,1755896.76,35487,0,1,SVB FINANCIAL GROUP,0.0,0.001338,2006,1,200601
2001-07-31,40990010,HKF,178723.05,15609,0,1,HANCOCK FABRICS INC,0.0,0.000221,2001,7,200107
2004-08-31,09972410,BWA,2492375.92,55708,1,0,BORG WARNER INC,0.00022799999999999999,0.0,2004,8,200408
2002-09-30,16282510,CKP,397027.8,32148,0,1,CHECKPOINT SYS INC,0.0,0.000701,2002,9,200209
2003-09-30,36241810,GBP,890868.48,27564,0,1,GABLES RESIDENTIAL TRUST,0.0,0.001151,2003,9,200309
2004-07-30,00738A10,ADTN,1698435.48,63588,1,0,ADTRAN INC,0.000156,0.0,2004,7,200407
2004-09-30,81111T10,SCST,281486.28,14862,0,1,SCS TRANSPORTATION INC,0.0,0.00028,2004,9,200409
1997-03-31,56031010,MAIL,,7418,0,1,MAIL BOXES ETC,0.0,0.0237,1997,3,199703
1997-01-31,87150810,SBL,,22321,1,0,SYMBOL TECHNOLOGIES,0.0188,0.0,1997,1,199701
2002-05-31,23332B10,DSPG,467849.8,23980,0,1,DSP GROUP INC,0.0,0.000576,2002,5,200205
1999-10-29,10343010,BOY,221826.37,17146,0,1,BOYKIN LODGING CO,0.0,0.000269,1999,10,199910
1996-10-31,04390610,ACI,,8598,0,1,ASHLAND COAL,0.0,0.0311,1996,10,199610
1997-03-31,45168D10,IDXX,,33850,1,0,IDEXX LABS INC,0.0076,0.0,1997,3,199703
2004-01-30,87889520,TECUA,719894.64,16152,0,1,TECUMSEH PRODS CO,0.0,0.000782,2004,1,200401
1996-06-28,11844010,BKLE,,1875,0,1,BUCKLE INC,0.0,0.0098,1996,6,199606
1998-08-31,06830610,BRL,223219.38,8711,0,1,BARR LABORATORIES IN,0.0,0.000321,1998,8,199808
2006-06-30,30325010,FIC,2370026.32,65272,1,0,FAIR ISAAC CORP,0.000184,0.0,2006,6,200606
2001-09-28,05075710,VOXX,159355.9,17435,0,1,AUDIOVOX CORP,0.0,0.00023700000000000001,2001,9,200109
2005-02-28,68989910,OSI,2817428.85,62735,1,0,OUTBACK STEAKHOUSE INC,0.000236,0.0,2005,2,200502
2002-02-28,45681830,IUSA,182891.8,27055,0,1,INFOUSA INC NEW,0.0,0.000236,2002,2,200202
1996-01-31,62914010,NI,,62629,1,0,NIPSCO INDUSTRIES IN,0.046,0.0,1996,1,199601
1999-03-31,03442510,ANDW,1019992.13,82842,1,0,ANDREW CORP,9.499999999999999e-05,0.0,1999,3,199903
1998-03-31,12561L10,CKSG,118104.87,6278,0,1,CKS GROUP INC,0.0,0.0124,1998,3,199803
2004-08-31,64108N10,NTOP,106644.33,35667,0,1,NET2PHONE INC,0.0,0.00011200000000000001,2004,8,200408
1997-10-31,01310410,ABS,8173970.62,221667,1,0,ALBERTSONS INC,0.1075,0.0,1997,10,199710
2001-06-29,20846410,CNC,4004893.7,289162,1,0,CONSECO INC,0.000352,0.0,2001,6,200106
2001-07-31,97653A10,WFII,180695.37,22391,0,1,WIRELESS FACILITIES,0.0,0.00022400000000000002,2001,7,200107
2005-11-30,81165610,SEAB,108232.32,8053,0,1,SEABRIGHT INSURANCE HLDG,0.0,8.9e-05,2005,11,200511
2004-05-28,17461R10,CTZN,191780.68,8554,0,1,CITIZENS FIRST BANCORP,0.0,0.000213,2004,5,200405
1998-10-30,74451610,PGS,446721.5,20248,0,1,PUBLIC SERVICE CO OF,0.0,0.00058,1998,10,199810
2001-01-31,00790310,AMD,7709935.2,313412,1,0,ADVANCED MICRO DEVIC,0.000625,0.0,2001,1,200101
2000-08-31,92916010,VMC,4125219.64,93061,1,0,VULCAN MATLS CO,0.000297,0.0,2000,8,200008
1998-01-30,12611710,CNA,842238.37,6303,1,0,CNA FINANCIAL CORP,0.00010400000000000001,0.0,1998,1,199801
2002-02-28,00195710,T,55048989.24,3542406,1,0,AT&T CORP,0.005364,0.0,2002,2,200202
1999-08-31,02859110,ANAT,717290.0,10247,1,0,AMERICAN NATL INS CO,6.500000000000001e-05,0.0,1999,8,199908
2000-01-31,44937010,IDPH,5337983.62,42302,0,1,IDEC PHARMACEUTICALS,0.0,0.005751,2000,1,200001
2002-03-28,78125810,RDK,505556.48,30382,0,1,RUDDICK CORP,0.0,0.000604,2002,3,200203
2004-10-29,45169U10,IGTE,71953.83,20826,0,1,IGATE CORP,0.0,7e-05,2004,10,200410
2004-01-30,51601210,LCI,105253.98,5867,0,1,LANNETT CO INC,0.0,0.00011399999999999999,2004,1,200401
2005-02-28,70422710,PXR,809975.1,34570,0,1,PAXAR CORP,0.0,0.000732,2005,2,200502
2002-10-31,15649010,CBIZ,208613.3,78722,0,1,CENTURY BUSINESS SVC,0.0,0.000357,2002,10,200210
2004-01-30,69325Q10,PCTI,228852.6,19644,0,1,PC-TEL INC,0.0,0.00024900000000000004,2004,1,200401
2001-09-28,50194010,LNR,665998.15,22237,0,1,LNR PPTY CORP,0.0,0.000992,2001,9,200109
1997-09-30,37445010,GCHI,230295.0,9448,0,1,GIANT CEMENT HOLDING,0.0,0.0254,1997,9,199709
2000-04-28,06690810,BNYN,323565.0,23320,0,1,BANYAN SYS INC,0.0,0.000346,2000,4,200004
2004-10-29,89604710,TRB,10743926.4,248702,1,0,TRIBUNE CO,0.0009599999999999999,0.0,2004,10,200410
1999-08-31,46284P10,IRM,775656.0,24624,0,1,IRON MTN INC DEL,0.0,0.000926,1999,8,199908
2004-02-27,92956610,WNC,730112.35,25663,0,1,WABASH NATIONAL CORP,0.0,0.000787,2004,2,200402
1996-09-30,00185E10,APAC,,15906,1,0,APAC TELESERVICES IN,0.0143,0.0,1996,9,199609
1997-05-30,36960410,GE,,3285024,1,0,GENERAL ELECTRIC CO,2.8501,0.0,1997,5,199705
2000-05-31,05376210,AVIR,414162.56,17123,0,1,AVIRON,0.0,0.000469,2000,5,200005
2003-06-30,84590510,SOV,4087200.95,261163,1,0,SOVEREIGN BANCORP INC,0.000436,0.0,2003,6,200306
2003-09-30,92931B10,WPS,1327340.4,32217,1,0,WPS RESOURCES CORP,0.000138,0.0,2003,9,200309
2006-12-29,26203710,DRQ,866845.76,22136,0,1,DRIL-QUIP INC,0.0,0.0006360000000000001,2006,12,200612
1997-08-29,23329J10,DQE,2457037.25,77387,1,0,DQE INC,0.0328,0.0,1997,8,199708
2005-10-31,91345610,UVV,959287.68,25622,0,1,UNIVERSAL CORP,0.0,0.000822,2005,10,200510
1996-05-31,20449310,CPQ,,267000,1,0,COMPAQ COMPUTER CORP,0.2368,0.0,1996,5,199605
2002-07-31,85849510,LVB,81202.8,4143,0,1,STEINWAY MUSICAL INS,0.0,0.000132,2002,7,200207
2001-04-30,75127730,RAL,9411387.93,309687,1,0,RALSTON PURINA CO,0.000834,0.0,2001,4,200104
1998-06-30,59018810,MER,28694085.8,311047,1,0,MERRILL LYNCH & CO,0.0030239999999999998,0.0,1998,6,199806
1997-05-30,36783310,GTW,,17787,1,0,GATEWAY 2000 INC,0.017,0.0,1997,5,199705
2004-09-30,09067610,BIOV,127466.46,20526,0,1,BIOVERIS CORPORATION,0.0,0.000127,2004,9,200409
2002-03-28,22822710,CCI,1268247.48,191868,1,0,CROWN CASTLE INTL CO,0.00011899999999999999,0.0,2002,3,200203
2006-07-31,76775410,RAD,2231827.18,528869,1,0,RITE AID CORP,0.000173,0.0,2006,7,200607
2003-04-30,74838C10,ZQK,740313.4,22709,0,1,QUIKSILVER INC,0.0,0.001187,2003,4,200304
2000-11-30,70041620,PKE,501972.19,14165,0,1,PARK ELECTROCHEMICAL,0.0,0.0006190000000000001,2000,11,200011
1998-09-30,41454110,HARS,122272.5,8220,0,1,HARRIS FINL INC,0.0,0.000164,1998,9,199809
2000-07-31,06682110,BN,486790.87,25206,0,1,BANTA CORP,0.0,0.000523,2000,7,200007
1998-02-27,90806810,UPC,4208009.56,68077,1,0,UNION PLANTERS CORP,0.00048600000000000005,0.0,1998,2,199802
2004-12-31,12589610,CMS,2034886.7,194726,0,1,CMS ENERGY CORP,0.0,0.001778,2004,12,200412
2004-09-30,37245M20,GNTA,163137.74,60646,0,1,GENTA INC,0.0,0.000162,2004,9,200409
2006-07-31,45071R10,XXIA,397432.71,42873,0,1,IXIA,0.0,0.000324,2006,7,200607
2001-08-31,02365720,AWA,320553.57,33707,0,1,AMERICA WEST HLDG CO,0.0,0.000412,2001,8,200108
1999-11-30,90297110,USV,229997.25,15462,0,1,U S RESTAURANT PPTYS,0.0,0.000269,1999,11,199911
1997-12-31,73936C10,PTEL,251049.0,14988,0,1,POWERTEL INC,0.0,0.0288,1997,12,199712
2000-01-31,89604710,TRB,7879739.06,186779,1,0,TRIBUNE CO NEW,0.000655,0.0,2000,1,200001
1997-10-31,37733910,GLE,237423.37,8614,0,1,GLEASON CORP,0.0,0.0275,1997,10,199710
2002-01-31,74588710,PUMA,82959.8,37709,0,1,PUMATECH INC,0.0,0.00010400000000000001,2002,1,200201
1997-02-28,67409810,OH,,46732,1,0,OAKWOOD HOMES,0.0141,0.0,1997,2,199702
2001-09-28,03110010,AME,872496.0,33200,0,1,AMETEK INC NEW,0.0,0.0013,2001,9,200109
1999-04-30,75875010,RBC,452222.0,20912,0,1,REGAL BELOIT,0.0,0.000521,1999,4,199904
2003-10-31,83615120,SORC,99412.07,11573,0,1,SOURCE INTERLINK COS INC,0.0,0.00011899999999999999,2003,10,200310
2002-07-31,20618610,CCRD,107047.38,15906,0,1,CONCORD COMMUNICATIONS,0.0,0.000174,2002,7,200207
2001-12-31,55288010,MOGN,367636.8,24060,0,1,MGI PHARMA INC,0.0,0.00045599999999999997,2001,12,200112
1997-08-29,65439010,NMBS,150454.5,13524,0,1,NIMBUS CD INTERNATIO,0.0,0.0177,1997,8,199708
1997-06-30,11566020,TMBR,,19203,0,1,BROWN (TOM) INC,0.0,0.0515,1997,6,199706
1998-01-30,59191810,MTNT,272782.06,7979,0,1,METRO NETWORKS INC,0.0,0.032,1998,1,199801
2002-01-31,81154310,SEB,113380.8,368,0,1,SEABOARD CORP,0.0,0.00014199999999999998,2002,1,200201
1998-03-31,96038610,WAB,424829.5,14401,0,1,WESTINGHOUSE AIR BRA,0.0,0.0447,1998,3,199803
1999-08-31,42234710,HTLD,257486.25,17310,0,1,HEARTLAND EXPRESS IN,0.0,0.000307,1999,8,199908
2005-02-28,96314230,WPSC,360947.17,8661,0,1,WHEELING PITTSBURGH CORP,0.0,0.00032599999999999996,2005,2,200502
1998-01-30,00738A10,ADTN,549315.0,18780,0,1,ADTRAN INC,0.0,0.0644,1998,1,199801
2003-07-31,04276410,ARRO,541204.38,11542,0,1,ARROW INTERNATIONAL INC,0.0,0.000715,2003,7,200307
2003-04-30,04644A10,APWRE,55396.4,18715,0,1,ASTROPOWER INC,0.0,8.9e-05,2003,4,200304
1998-08-31,12492710,CFSB,176611.38,8167,0,1,CFSB BANCORP INC,0.0,0.000254,1998,8,199808
2006-06-30,23332B10,DSPG,752631.95,30287,0,1,DSP GROUP INC,0.0,0.000589,2006,6,200606
1998-05-29,42786610,HSY,6379822.75,92294,1,0,HERSHEY FOODS CORP,0.000709,0.0,1998,5,199805
2002-02-28,76974210,ROAD,445920.2,11923,0,1,ROADWAY CORP,0.0,0.000576,2002,2,200202
2001-05-31,71713U10,PHA,63175248.88,1300973,1,0,PHARMACIA CORP,0.005579,0.0,2001,5,200105
2006-06-30,65105M10,NCT,1114004.04,43997,0,1,NEWCASTLE INVESTMENT,0.0,0.000872,2006,6,200606
2001-06-29,78464W10,STRC,58995.4,1940,0,1,SRI/SURGICAL EXPRESS,0.0,6.9e-05,2001,6,200106
1997-10-31,57328410,MLM,1607040.0,46080,1,0,MARTIN MARIETTA MATE,0.0211,0.0,1997,10,199710
1997-07-31,20979810,COP,280261.87,15734,0,1,CONSOLIDATED PRODUCT,0.0,0.0338,1997,7,199707
2002-07-31,87150310,SYMC,4834925.16,144154,1,0,SYMANTEC CORP,0.0005549999999999999,0.0,2002,7,200207
2000-07-31,31385510,FSS,900397.12,45303,0,1,FEDERAL SIGNAL CORP,0.0,0.000968,2000,7,200007
2005-11-30,92035510,VAL,2559314.3,101762,1,0,VALSPAR CORP,0.000202,0.0,2005,11,200511
2001-06-29,44107P10,HMT,2555770.2,204135,1,0,HOST MARRIOTT CORP N,0.00022400000000000002,0.0,2001,6,200106
2006-12-29,87123710,SYKE,515581.92,29228,0,1,SYKES ENTERPRISES INC,0.0,0.00037799999999999997,2006,12,200612
2003-05-30,67459910,OXY,12650543.08,374942,1,0,OCCIDENTAL PETE CORP,0.001372,0.0,2003,5,200305
2001-10-30,09676110,BOBE,657568.8,34792,0,1,BOB EVANS FARMS INC,0.0,0.000942,2001,10,200110
2002-06-28,03522910,BUD,43825300.0,876506,1,0,ANHEUSER BUSCH COS I,0.004654999999999999,0.0,2002,6,200206
2001-03-30,93886210,WNG,50678.16,32486,0,1,WASHINGTON GROUP INT,0.0,6.3e-05,2001,3,200103
2004-02-27,64805310,NXL,2520466.41,97053,1,0,NEW PLAN EXCEL REALTY TR,0.000227,0.0,2004,2,200402
1997-12-31,87830810,TSY,153947.75,6052,0,1,TECH-SYM CORP,0.0,0.0176,1997,12,199712
2003-11-28,53634X10,LQMT,35983.5,17135,0,1,LIQUIDMETAL TECHNOLOGIES,0.0,4.1e-05,2003,11,200311
2001-10-30,11742110,BW,175235.5,16610,0,1,BRUSH ENGINEERED MAT,0.0,0.000251,2001,10,200110
2003-12-31,80589M10,SCG,3796167.25,110837,1,0,SCANA CORP,0.00035299999999999996,0.0,2003,12,200312
2003-01-31,04033A10,ARIA,74238.18,31062,0,1,ARIAD PHARMACEUTICAL,0.0,0.000127,2003,1,200301
1998-12-31,67366210,OO,295431.0,31098,0,1,OAKLEY INC,0.0,0.00034500000000000004,1998,12,199812
2005-05-31,74727710,QLGC,3034631.46,94773,1,0,QLOGIC CORP,0.000256,0.0,2005,5,200505
2004-09-30,76094310,RSCR,206498.1,17426,0,1,RES-CARE INC,0.0,0.000206,2004,9,200409
2006-10-31,22286210,CVH,7535568.9,160502,1,0,COVENTRY HEALTH CARE,0.000544,0.0,2006,10,200610
2001-09-28,23812410,DSTM,48357.0,16119,0,1,DATASTREAM SYS INC,0.0,7.2e-05,2001,9,200109
1996-09-30,62855J10,MYGN,,8560,0,1,MYRIAD GENETICS INC,0.0,0.0332,1996,9,199609
2004-09-30,01642T10,ALKS,1034445.6,89640,0,1,ALKERMES INC,0.0,0.00103,2004,9,200409
1999-08-31,89491710,TWRI,93258.0,3768,0,1,TRENDWEST RESORTS IN,0.0,0.00011100000000000001,1999,8,199908
2000-12-29,70422710,PXR,371212.12,36438,0,1,PAXAR CORP,0.0,0.000424,2000,12,200012
2006-02-28,77537110,ROH,7992984.25,160663,1,0,ROHM & HAAS CO,0.000617,0.0,2006,2,200602
2000-09-29,46612J10,JDSU,74227046.25,783916,1,0,JDS UNIPHASE CORP,0.005594,0.0,2000,9,200009
2004-09-30,09094510,BSTE,634080.96,12951,0,1,BIOSITE INC,0.0,0.0006309999999999999,2004,9,200409
2001-05-31,65352010,NMK,2804200.0,160240,1,0,NIAGARA MOHAWK HLDGS,0.000248,0.0,2001,5,200105
2001-10-30,58413110,MDBK,120019.42,6158,0,1,MEDFORD BANCORP INC,0.0,0.000172,2001,10,200110
1999-02-26,10947310,CELL,779256.63,52387,0,1,BRIGHTPOINT INC,0.0,0.000982,1999,2,199902
1998-05-29,12960310,CCC,373784.63,34974,0,1,CALGON CARBON CORP,0.0,0.000411,1998,5,199805
2006-10-31,44840710,HTCH,593797.5,25650,0,1,HUTCHINSON TECHNOLOGY,0.0,0.00044400000000000006,2006,10,200610
1999-01-29,45719110,INHL,523653.75,15690,0,1,INHALE THERAPEUTIC S,0.0,0.000607,1999,1,199901
2006-02-28,15189510,CNT,2454713.7,49242,1,0,CENTERPOINT PPTYS TRUST,0.00018999999999999998,0.0,2006,2,200602
1996-11-29,98252610,WWY,,102293,1,0,WRIGLEY (WM) JR CO,0.0951,0.0,1996,11,199611
2002-02-28,62924810,NMSS,128926.0,36836,0,1,NMS COMMUNICATIONS,0.0,0.000166,2002,2,200202
2002-08-30,89592510,TGIC,343831.05,7877,0,1,TRIAD GTY INC,0.0,0.000562,2002,8,200208
2002-01-31,43730610,HME,595682.01,17991,0,1,HOME PPTYS N Y INC,0.0,0.0007469999999999999,2002,1,200201
1996-07-31,03741110,APA,,84040,1,0,APACHE CORP,0.0453,0.0,1996,7,199607
1998-07-31,03073210,AMH,541664.5,17368,0,1,AMERUS LIFE HLDGS IN,0.0,0.0006309999999999999,1998,7,199807
1998-11-30,58280310,MWT,199347.75,8438,0,1,MCWHORTER TECHNOLOGI,0.0,0.000246,1998,11,199811
2006-07-31,37190110,GNTX,2051131.72,153758,1,0,GENTEX CORP,0.00015900000000000002,0.0,2006,7,200607
2003-08-29,89687P10,TRZ,973518.7,81466,1,0,TRIZEC PROPERTIES INC,0.0001,0.0,2003,8,200308
2006-12-29,31943910,FCTR,844075.2,34312,0,1,FIRST CHARTER CORP,0.0,0.0006190000000000001,2006,12,200612
2000-02-29,68003310,OLDB,1207500.0,48300,1,0,OLD NATL BANCORP IND,0.000101,0.0,2000,2,200002
1997-09-30,80640710,HSIC,362755.25,10147,0,1,SCHEIN HENRY INC,0.0,0.04,1997,9,199709
1996-04-30,19564210,CDTX,,15407,0,1,COLONIAL DATA TECHNO,0.0,0.0584,1996,4,199604
2001-02-28,91528910,UCL,8566452.26,242951,1,0,UNOCAL CORP,0.000766,0.0,2001,2,200102
2001-08-31,68273F10,ONIS,1401703.8,100842,1,0,ONI SYSTEMS CORP,0.000133,0.0,2001,8,200108
2004-07-30,29454910,EQT,3204641.04,62493,1,0,EQUITABLE RESOURCES INC,0.000294,0.0,2004,7,200407
1997-03-31,95767410,WAI,,41608,1,0,WESTERN ATLAS INC,0.0405,0.0,1997,3,199703
1996-07-31,98781610,YSII,,5689,0,1,YOUTH SERVICES INTL,0.0,0.0178,1996,7,199607
2006-07-31,09058V10,BCRX,261835.2,22968,0,1,BIOCRYST PHARMACEUTICALS,0.0,0.000213,2006,7,200607
2005-03-31,71356930,PSTI,348015.2,22672,0,1,PER-SE TECHNOLOGIES INC,0.0,0.000321,2005,3,200503
2005-02-28,71429010,PRGO,1108719.71,63103,0,1,PERRIGO CO,0.0,0.0010019999999999999,2005,2,200502
1999-05-28,04951310,ATML,1977370.0,100120,1,0,ATMEL CORP,0.000181,0.0,1999,5,199905
1998-05-29,67409810,OH,1263294.38,46466,0,1,OAKWOOD HOMES,0.0,0.001389,1998,5,199805
2003-07-31,57772K10,MXIM,12688142.68,324671,1,0,MAXIM INTEGRATED PRODS,0.00133,0.0,2003,7,200307
1997-01-31,03991410,ARGL,,11347,0,1,ARGYLE TELEVISN INC,0.0,0.0418,1997,1,199701
2002-03-28,83080P10,SKYF,1838698.26,82601,1,0,SKY FINL GROUP INC,0.000172,0.0,2002,3,200203
2004-04-30,69149730,OXM,482416.48,12376,0,1,OXFORD INDUSTRIES INC,0.0,0.000541,2004,4,200404
2001-08-31,89916510,TLRK,442919.4,19174,0,1,TULARIK INC,0.0,0.0005690000000000001,2001,8,200108
2005-11-30,91019710,UDR,3066064.21,136939,1,0,UNITED DOMINION REALTY,0.000242,0.0,2005,11,200511
1999-09-30,12507110,CDI,301311.5,11032,0,1,C D I CORP,0.0,0.000362,1999,9,199909
2000-05-31,00738A10,ADTN,1227570.0,19920,0,1,ADTRAN INC,0.0,0.001389,2000,5,200005
2005-04-29,89681810,TGI,493628.41,15857,0,1,TRIUMPH GROUP INC,0.0,0.000484,2005,4,200504
2000-03-31,74838C10,ZQK,373203.12,21250,0,1,QUIKSILVER INC,0.0,0.000375,2000,3,200003
1998-09-30,90329340,USG,1907584.5,44106,1,0,USG CORP,0.000223,0.0,1998,9,199809
2000-09-29,45885A10,INAP,2455685.37,75998,1,0,INTERNAP NETWORK SVC,0.000185,0.0,2000,9,200009
1996-03-29,22544710,CREE,,10709,0,1,CREE RESEARCH INC,0.0,0.0286,1996,3,199603
2006-03-31,19259P30,CSTR,719727.98,27778,0,1,COINSTAR INC,0.0,0.000526,2006,3,200603
2004-05-28,77032310,RHI,4108387.34,146833,1,0,ROBERT HALF INTL INC,0.00037799999999999997,0.0,2004,5,200405
2000-03-31,56824020,MRL,1598344.12,58254,0,1,MARINE DRILLING COS,0.0,0.001605,2000,3,200003
2001-05-31,92276F10,VTR,558737.0,60404,0,1,VENTAS INC,0.0,0.000628,2001,5,200105
1998-06-30,09057810,BTGC,342280.53,48251,0,1,BIO TECHNOLOGY GENER,0.0,0.00033,1998,6,199806
1997-05-30,65630110,NRL,,14101,0,1,NORRELL CORP,0.0,0.0631,1997,5,199705
2006-03-31,15060220,CDR,428234.4,27035,0,1,CEDAR SHOPPING CTRS INC,0.0,0.00031299999999999996,2006,3,200603
2000-05-31,00097510,ANET,113715.75,9782,0,1,ACT NETWORKS INC,0.0,0.000129,2000,5,200005
2006-04-28,20934110,CGX,589988.07,11283,0,1,CONSOLIDATED GRAPHIC,0.0,0.000433,2006,4,200604
2005-05-31,51476K10,LDR,434862.7,8902,0,1,LANDAUER INC,0.0,0.000401,2005,5,200505
2002-09-30,15871110,MPH,40617.98,10774,0,1,CHAMPIONSHIP AUTO RA,0.0,7.2e-05,2002,9,200209
2004-10-29,71726510,PD,8184814.92,93498,1,0,PHELPS DODGE CORP,0.000731,0.0,2004,10,200410
1996-05-31,27033E10,ESCO,,5439,0,1,EASCO INC,0.0,0.0074,1996,5,199605
1997-07-31,92846910,VITL,105192.5,6011,0,1,VITAL SIGNS INC,0.0,0.0127,1997,7,199707
2001-12-31,96184010,WTSLA,329652.9,13998,0,1,WET SEAL INC,0.0,0.00040899999999999997,2001,12,200112
1996-03-29,45138010,IDA,,37612,1,0,IDAHO POWER CO,0.0206,0.0,1996,3,199603
2000-01-31,22049310,CBZ,342712.5,12350,0,1,CORT BUSINESS SVCS C,0.0,0.00036899999999999997,2000,1,200001
2006-05-31,74381510,PRSC,359090.47,11513,0,1,PROVIDENCE SERVICE CORP,0.0,0.00028,2006,5,200605
2005-10-31,85857R10,STEM,285661.56,62508,0,1,STEMCELLS INC,0.0,0.000245,2005,10,200510
2001-07-31,78412D10,SEN,263676.0,18060,0,1,SEMCO ENERGY INC,0.0,0.000327,2001,7,200107
2003-06-30,00971T10,AKAM,499452.48,102768,0,1,AKAMAI TECHNOLOGIES,0.0,0.000701,2003,6,200306
1997-12-31,89381710,RIG,4862648.81,100911,1,0,TRANSOCEAN OFFSHORE,0.000604,0.0,1997,12,199712
