PERMNO,date,SICCD,NCUSIP,TICKER,COMNAM,TSYMBOL,PERMCO,HEXCD,CUSIP,PRC,VOL,RET,BID,ASK,SHROUT,NUMTRD,ewretd
32062,2005-04-19,3825,28523310,ELSE,ELECTRO SENSORS INC,ELSE,1513,3,28523310,4.289,300.0,0.009176,4.16,4.28,3222.0,3.0,0.012076
85918,2004-06-21,6726,62593610,MUJ,MUNIHOLDINGS NJ INSRD FUND INC,MUJ,34695,1,09254X10,13.66,37500.0,-0.003647,13.67,13.69,21039.0,,-0.001545
10598,1998-12-17,6710,11123910,BNBC,BROAD NATIONAL BANCORP,BNBC,9802,3,11123910,19.25,26240.0,0.026667000000000003,19.25,19.5,4666.0,20.0,0.005124
30382,2005-01-14,5331,25666910,DG,DOLLAR GENERAL CORP,DG,1354,1,25666910,20.79,1289600.0,0.017621,20.73,20.8,327669.0,,0.007311
78582,2004-09-27,6720,17790010,CNVLZ,CITY INVESTING CO LIQUIDAT TRUST,CNVLZ,7915,3,17790010,1.92,100.0,0.000000,1.93,1.95,38979.0,1.0,-0.008093000000000001
14277,2002-03-14,1389,80685710,SLB,SCHLUMBERGER LTD,SLB,21576,1,80685710,59.05,2793400.0,0.009056999999999999,58.63,59.13,575890.0,,0.003725
83859,1997-01-21,2830.0,25243N10,DCRN,DIACRIN INC,DCRN,14362,3,25243N10,11.75,13600.0,0.021739,11.75,12.25,13190.0,18.0,0.002205
76816,1999-11-17,6726,02765310,BXT,AMERICAN MUNICIPAL TERM TRUST II,,29076,1,02765310,10.125,16400.0,0.0,,,7356.0,,0.003994
81126,1998-07-14,3841,40169810,GDT,GUIDANT CORP,,30827,1,40169810,80.0625,739400.0,0.013449,80.0625,80.375,150812.0,,0.002841
79906,1997-06-23,2830,45337C10,INCY,INCYTE PHARMACEUTICALS INC,INCY,30033,3,45337C10,68.0,55489.0,0.0036899999999999997,67.25,68.0,10482.0,53.0,-0.0040490000000000005
90524,2005-05-23,6798,28140H10,EDR,EDUCATION REALTY TRUST INC,EDR,46095,1,28140H20,16.17,122700.0,0.007477,16.14,16.2,21850.0,,0.003867
89036,2001-10-17,3845.0,63905010,BABY,NATUS MEDICAL INC,BABY,41813,3,63905010,4.55,27199.0,-0.002193,4.55,4.57,15751.0,42.0,-0.00645
64290,1997-09-09,6711,62943010,NUI,N U I CORP,,3293,1,62943110,23.3125,8300.0,0.01084,23.25,23.5,11383.0,,0.0056
80539,2003-10-01,2830,64026810,NKTR,NEKTAR THERAPEUTICS,NKTR,13036,3,64026810,13.29,1145812.0,0.038281,13.29,13.3,55977.0,2389.0,0.015300999999999999
83706,2000-06-06,3820,92829510,VGIN,VISIBLE GENETICS INC,VGIN,14733,3,92829510,38.75,362401.0,0.183206,38.6875,38.75,14785.0,911.0,0.0026920000000000004
89234,2006-06-09,6726,46428733,IXG,ISHARES TRUST,IXG,37493,4,46428733,76.9,3600.0,0.005623,76.9,76.98,2150.0,,-0.0018440000000000002
26470,2006-10-31,4923,29265N10,EGN,ENERGEN CORP,EGN,20649,1,29265N10,42.82,339200.0,0.012293,42.71,42.75,72490.0,,0.000668
82606,1997-09-02,7810,72581110,PIXR,PIXAR,PIXR,14173,3,72581110,20.25,177748.0,0.009346,20.125,20.25,41753.0,216.0,0.010152
79323,2004-09-20,6331,02000210,ALL,ALLSTATE CORP,ALL,29870,1,02000210,48.39,2302200.0,-0.009214,48.42,48.43,702626.0,,-0.001893
76428,1996-01-09,6331,88909040,TKIOY,TOKIO MARINE & FIRE INS LTD,TKIOY,4466,3,60032R10,65.75,1300.0,0.000000,64.875,65.75,1575.0,1.0,-0.009698
79366,1998-01-09,4510,04839610,ACAI,ATLANTIC COAST AIRLINES INC,ACAI,12291,3,34407T10,31.625,146925.0,0.007968,31.0,31.625,7267.0,51.0,-0.020594
64231,1998-07-21,3569,43357850,HIT,HITACHI LIMITED,,2153,1,43357850,64.25,73600.0,-0.023742,63.875,64.4375,10647.0,,-0.008065000000000001
87184,2006-07-18,7372,75657710,RHAT,RED HAT INC,RHAT,16753,1,75657710,23.21,3485020.0,-0.002578,23.2,23.21,190657.0,11102.0,0.000127
84182,1997-09-11,6140,05291810,ABND,AUTOBOND ACCEPTANCE CORP,ABND,15127,2,05291810,-4.15625,0.0,0.007576,3.8125,4.5,6513.0,0.0,1.9e-05
78136,1999-04-14,830,15745J20,CCCFF,CHAI NA TA CORP,CCCFF,11740,3,15745J20,-0.59375,0.0,0.1875,0.5,0.6875,4022.0,0.0,0.006137
81695,2002-12-27,5812,23833N10,DAB,DAVE & BUSTERS INC,DAB,13801,1,23833N10,8.61,31900.0,0.001163,8.6,8.62,13283.0,,-0.0052369999999999995
77778,1999-10-26,6030,32020V10,FFSX,FIRST FEDERAL BANKSHARES INC DEL,FFSX,16476,3,32020V10,9.0,200.0,-0.006897,9.0,9.25,4825.0,1.0,-0.000308
84036,2004-05-18,7375,78590510,TSG,SABRE HOLDINGS CORP,TSG,31772,1,78590510,23.52,543000.0,0.022164,23.52,23.53,139858.0,,0.007593000000000001
79189,1998-05-13,6710,86601110,SBIT,SUMMIT BANCSHARES INC,SBIT,12116,3,86601110,22.375,9850.0,0.005618,22.25,22.5,6518.0,8.0,0.001163
11970,2004-06-07,3620,02906610,APCC,AMERICAN POWER CONVERSION CORP,APCC,9873,3,02906610,17.95,1932517.0,0.023959,17.94,17.95,200185.0,5269.0,0.012268000000000001
83690,1999-08-23,5511,78184610,RUSH,RUSH ENTERPRISES INC,RUSH,14705,3,78184630,14.875,10524.0,0.017094,14.875,15.25,6646.0,32.0,0.0044009999999999995
79951,1998-08-18,3660,12570810,CMCI,C M C INDUSTRIES INC,CMCI,12652,3,12570810,6.25,48323.0,-0.056603999999999995,6.25,6.375,7594.0,24.0,0.007178
11511,1999-04-14,3670,15690510,,CERAMICS PROCESS SYS CORP,,9340,3,12619F10,,,B,,,7573.0,,0.006137
79528,1999-08-25,7370,78462K10,SPSS,SPSS INC,SPSS,12366,3,78462K10,23.75,7799.0,0.000000,23.75,23.875,9050.0,19.0,0.0027949999999999997
75900,1998-03-31,7011,05480210,AZR,AZTAR CORP,,10436,1,05480210,8.625,82700.0,0.014706,8.4375,8.625,45203.0,,0.006591
12230,1996-01-03,4810,03167420,AMXI,AMNEX INC,AMXI,10028,3,03167420,4.25,264678.0,0.000000,4.0,4.25,19466.0,124.0,0.005154
88961,2003-10-08,6726,86330E60,RWR,STREETTRACKS SERIES TRUST,RWR,39147,4,78464A60,143.14999,27100.0,-0.000977,142.85001,143.08,1200.0,,-0.00134
86174,2002-06-03,7370,46061510,IPLY,INTERPLAY ENTERTAINMENT CORP,IPLY,16166,3,46061510,0.59,921579.0,0.204082,0.59,0.6,93061.0,325.0,-0.017748
83125,2001-02-01,8350,16882010,CTIM,CHILDTIME LEARNING CENTERS INC,CTIM,14331,3,52200L10,8.125,900.0,0.048387,7.75,8.75,5226.0,2.0,0.00199
72005,2004-08-23,3081,84722020,SEH,SPARTECH CORP,SEH,4227,1,84722020,23.1,55500.0,-0.023256,23.04,23.11,32112.0,,-0.0028309999999999997
76366,2001-07-26,4813,42273010,HCT,HECTOR COMMUNICATIONS CORP,,10704,2,42273010,12.95,13400.0,0.019685,12.95,13.15,3481.0,,0.007670000000000001
29752,2003-10-14,2835,25245010,DP,DIAGNOSTIC PRODUCTS CORP,DP,5541,1,25245010,37.1,65400.0,0.008975,36.8,37.08,28747.0,,0.006228
86887,2006-08-16,2740,23372910,DAGM,D A G MEDIA INC,DAGM,16526,3,56280310,1.6,22300.0,0.000000,1.6,1.72,3186.0,8.0,0.009995
20336,2000-09-28,7373,12638910,CSPI,C S P INC,CSPI,5286,3,12638910,5.625,13378.0,0.046512,5.8125,5.875,3578.0,28.0,0.014475
50550,1999-10-04,1629,71383910,PCR,PERINI CORP,,21385,1,90110910,3.9375,500.0,-0.015625,3.6875,4.125,5680.0,,0.004448
75461,1998-05-05,6726,74682310,PMM,PUTNAM MANAGED MUNI INCOME TR,,22021,1,74682310,11.125,47400.0,-0.005587,11.0625,11.25,45852.0,,-0.003127
77118,1997-05-01,3678,03209420,APH,AMPHENOL CORP NEW,,27471,1,03209420,25.375,415200.0,0.0,25.375,25.5,44720.0,,0.005012
80684,1998-03-18,6021,35180710,FFA,FRANCHISE FINANCE CORP AMERICA,,30424,1,35180710,27.1875,101500.0,0.016355,27.0,27.375,41703.0,,0.002996
84276,2001-08-20,6330,01675210,ALCI,ALLCITY INSURANCE CO,ALCI,9206,3,01675210,-2.3,0.0,0.393939,1.6,3.0,7079.0,0.0,-0.00043799999999999997
82708,1998-01-26,6710,40417710,HFNC,H F N C FINANCIAL CORP,HFNC,14275,3,40417710,13.5,40230.0,-0.027027,13.5,13.5625,17193.0,30.0,-0.004518
82729,1996-06-18,8090.0,64124H10,NSIX,NEUROMEDICAL SYSTEMS INC,NSIX,14200,3,64124H10,17.375,70075.0,-0.024561,17.375,17.625,28808.0,56.0,-0.009436
77063,2001-10-08,8051,56405510,HCR,MANOR CARE INC NEW,,29110,1,56405510,26.12,614800.0,0.003072,26.02,26.23,103106.0,,-0.001935
89030,2002-09-16,8299.0,74235210,REVU,PRINCETON REVIEW INC,REVU,41703,3,74235210,5.82,88418.0,-0.058252,5.75,5.82,27258.0,119.0,-0.006229999999999999
82768,1997-07-22,3663,09369810,BDR,BLONDER TONGUE LABORATORIES INC,,31377,2,09369810,8.625,8600.0,0.014706,,,8229.0,,0.006418000000000001
75632,1997-04-16,1311,76026T20,REP,REPSOL S A,,22044,1,76026T20,42.375,558900.0,-0.0058649999999999996,42.125,42.5,61040.0,,-0.000331
24548,1998-09-17,2830,37243010,GENE,GENOME THERAPEUTICS CORP,GENE,5308,3,68812R30,2.75,34000.0,0.023256,2.625,2.8125,18313.0,34.0,-0.011875
62790,1998-06-23,3860,69361E10,PSCX,P S C INC,PSCX,3698,3,69361E10,9.25,80500.0,0.027778,9.125,9.25,11727.0,31.0,0.004856
11628,2000-09-22,6022,12590310,CPBI,C P B INC,CPBI,9449,1,15476040,25.1875,3100.0,0.017677000000000002,24.8125,25.1875,8780.0,10.0,-0.002141
29647,1998-09-14,6711,05534B10,BCE,B C E INC,,20245,1,05534B76,34.5625,97400.0,-0.001805,34.4375,34.6875,636432.0,,0.011323
77555,1996-09-03,1310,10316820,BOXXB,BOX ENERGY CORP,BOXXB,11471,1,75959430,8.875,62666.0,0.0,8.875,9.0,17553.0,42.0,-0.003746
84820,1998-06-15,6710,55271X10,MXBIF,M F C BANCORP LTD,MXBIF,15468,1,G7T96K10,11.875,79700.0,0.021505,11.8125,12.0,12323.0,31.0,-0.017514
84442,2002-08-28,6020.0,94429310,WNNB,WAYNE BANCORP INC OHIO,WNNB,15265,3,94429310,25.1,200.0,0.000000,25.1,25.49,4615.0,1.0,-0.013288
86174,2001-01-03,7370,46061510,IPLY,INTERPLAY ENTERTAINMENT CORP,IPLY,16166,3,46061510,2.5,28800.0,0.081081,2.4375,2.5625,30144.0,38.0,0.046223
22163,1997-11-11,1311,15476230,CPMNY,CENTRAL PACIFIC MINERALS N L,CPMNY,1090,3,15476230,10.1875,13342.0,0.006173,10.0625,10.1875,16267.0,12.0,-0.001559
11055,1997-09-23,3320,56690230,CGUL,MARGATE INDUSTRIES INC,CGUL,8924,3,56690240,0.96875,1675.0,-0.031250,0.96875,1.0,4574.0,2.0,0.001109
84165,1997-12-23,4813,25156610,DT,DEUTSCHE TELEKOM AG,,31795,1,25156610,17.5,125100.0,0.003584,17.4375,17.6875,45229.0,,-0.002506
87055,1998-06-15,5140,22160Q10,COST,COSTCO COMPANIES INC,COST,7882,3,22160K10,59.1875,791890.0,-0.013542,59.125,59.1875,216477.0,749.0,-0.017514
89942,2004-09-24,6331,91103X10,UNGL,UNITED NATIONAL GROUP LTD,UNGL,44696,3,37959R10,14.8,15649.0,0.015089,14.49,14.82,15572.0,65.0,0.000875
83541,2000-08-04,2830,68339910,ONXX,ONYX PHARMACEUTICALS INC,ONXX,14603,3,68339910,16.25,1932666.0,-0.029851,16.125,16.25,14289.0,3951.0,0.008054
47387,1999-11-29,7361,48815230,KELYB,KELLY SERVICES INC,KELYB,2519,3,48815230.0,-28.0625,0.0,0.128141,25.125,31.0,3510.0,0.0,-0.000637
90405,2005-06-21,2836.0,22163T10,CTRX,COTHERIX INC,CTRX,45713,3,22163T10,9.29,50426.0,-0.019007,9.13,9.29,23951.0,244.0,0.001287
30840,1999-12-14,3585,21161530,CUO,CONTINENTAL MATERIALS CORP,,20513,2,21161530,-21.875,0.0,0.005747,21.625,22.125,1995.0,,-0.00707
56822,1997-01-28,6311,63852210,NWLIA,NATIONAL WESTERN LIFE INS CO,NWLIA,3305,3,63851710,87.5,600.0,-0.026426,87.25,92.25,3291.0,2.0,0.002926
80105,1997-07-22,7299.0,G0352M10,AAP,AMWAY ASIA PACIFIC LTD,,30091,1,G0352M10,42.875,18200.0,0.005865,42.5,43.0625,60047.0,,0.006418000000000001
76322,2005-07-22,2320,04516H10,ASHW,ASHWORTH INC,ASHW,10582,3,04516H10,8.22,40630.0,0.013564,8.2,8.22,13901.0,208.0,0.007564
79474,2002-04-30,2080,52170U10,LBIX,LEADING BRANDS INC,LBIX,12319,3,53634Q20,1.75,63943.0,-0.016854,1.71,1.75,13553.0,59.0,0.009807
23229,2005-07-26,4931,12589610,CMS,C M S ENERGY CORP,CMS,20361,1,12589610,15.68,2172600.0,0.013575,15.66,15.68,218781.0,,0.0034170000000000003
39766,1997-05-05,6710,33615C10,FRGB,FIRST REGIONAL BANCORP,FRGB,2026,3,33615C10,-6.3125,0.0,0.01,6.0,6.625,2446.0,0.0,0.013508000000000001
76931,2001-01-17,3699,11041510,BSML,BRITESMILE INC,BSML,10977,3,05571010,3.8125,41535.0,-0.016129,3.8125,3.9375,28748.0,30.0,0.012761
87233,2004-12-23,4813,38122G10,GLDN,GOLDEN TELECOM INC,GLDN,17165,3,38122G10,26.73,75186.0,-0.032923,26.6,26.64,36280.0,417.0,0.0034460000000000003
85377,2001-11-21,7370,45669610,,INFORMATION ANALYSIS INC,,15683,3,45669610,,,B,,,6918.0,,0.000343
76447,1996-12-24,4840,88158410,TESC,TESCORP INC,TESC,10677,3,88158410,3.5,3250.0,0.037037,3.375,3.5,12814.0,5.0,0.002248
84649,2005-04-20,3549,76964810,RTC,RIVIERA TOOL COMPANY,RTC,31943,2,76964810,1.07,13900.0,0.019048,1.02,1.06,3774.0,,-0.009398
78109,2002-05-31,6726,67061X10,NPC,NUVEEN INSURED CA PR INC MUN FD,NPC,29703,1,67061X10,15.51,4400.0,0.001938,15.3,15.51,6433.0,,0.003404
87596,2001-09-05,4810,17038P10,CWON,CHOICE ONE COMMUNICATIONS INC,CWON,18006,3,17038P10,4.1,64528.0,-0.048724,4.1,4.11,37809.0,132.0,-0.008926
83112,2006-08-24,5150,03416410,ANDE,ANDERSONS INC,ANDE,14382,3,03416410,38.94,808352.0,0.008547,38.95,38.99,15300.0,3330.0,0.000662
76558,1998-07-29,6726,74037G10,PFD,PREFERRED INCOME FUND INC,,28977,1,33848010,15.8125,3300.0,-0.007843000000000001,15.75,16.0,9839.0,,-0.0027010000000000003
48291,2003-04-10,3825,50239210,LTXX,L T X CORP,LTXX,5292,3,98400J10,5.26,203773.0,-0.009416,5.26,5.27,49542.0,706.0,0.001808
82678,1997-01-24,5160,18449C10,CDTI,CLEAN DIESEL TECHNOLOGIES INC,CDTI,14266,3,12514V20,-4.75,0.0,-0.025641,4.375,5.125,2500.0,0.0,-0.004664
83364,1997-12-02,1060,19690610,CLPZF,COLOSSAL RESOURCES CORP,CLPZF,14501,3,19690620,0.65625,15730.0,0.000000,0.65625,0.6875,9781.0,17.0,-0.004062
82490,1997-01-27,7310,34469010,FCENA,FOOD COURT ENTMT NETWORK INC,FCENA,14038,3,34469010,2.0,1385.0,-0.111111,2.0,2.5,3918.0,3.0,-0.003447
81877,2003-04-17,7370,52465110,LGTO,LEGATO SYSTEMS INC,LGTO,13835,3,52465110,5.65,2122582.0,0.070076,5.63,5.64,116205.0,3308.0,0.012428
80207,1996-12-24,6726,63858410,NGF,NATIONS GOVT INC TM TR 2004 INC,,30263,1,63858410,8.0,1800.0,0.000000,,,25011.0,,0.002248
51369,2000-01-25,3823,88077010,TER,TERADYNE INC,,21731,3,88077010,72.0625,1786599.0,0.010517,,,170998.0,,0.0008699999999999999
82851,1999-12-27,5070,97142610,WLMR,WILMAR INDUSTRIES INC,WLMR,14302,3,97142610,17.375,163740.0,0.010909,17.25,17.375,12408.0,107.0,-0.002166
27633,2004-11-05,7513,78354910,R,RYDER SYSTEMS INC,R,21541,1,78354910,52.24,343000.0,0.000958,52.22,52.24,64391.0,,0.004761
76939,1997-11-28,1040,20965D10,KNVCF,CONSOLIDATED NEVADA GOLDFDS CORP,KNVCF,9727,3,75592210,0.21875,18500.0,-0.125000,0.21875,0.25,129837.0,4.0,0.004424
80759,2003-01-08,3360,57712810,MATW,MATTHEWS INTERNATIONAL CORP,MATW,13210,3,57712810,23.5,46562.0,0.000000,23.5,23.57,31358.0,183.0,-0.006640999999999999
87378,2001-10-05,4840,16117M10,CHTR,CHARTER COMMUNICATIONS INC,CHTR,17322,3,16117M10,13.84,6099900.0,-0.033520,13.83,13.84,294427.0,4200.0,0.000512
90199,2006-04-07,6531.0,12497T10,CBG,C B RICHARD ELLIS GROUP INC,CBG,45270,1,12504L10,81.71,924900.0,-0.004508,81.77,81.8,74070.0,,-0.006807
81532,1997-07-25,1311.0,78660940,SPM,SAGA PETROLEUM A S,,30878,1,78660940,-17.8125,0.0,0.000000,17.625,18.0,268.0,,0.0025440000000000003
80233,1997-06-26,3990.0,23426410,DAKT,DAKTRONICS INC,DAKT,12843,3,23426410,5.0,7565.0,-0.047619,5.0,5.375,4306.0,18.0,-0.00015
84178,1998-12-31,1381,83169H20,SMV,SMEDVIG A S,,31807,1,83169H20,7.5,200.0,0.000000,,,523.0,,0.025986000000000002
88583,2006-06-09,3559,92928410,WJCI,WJ COMMUNICATIONS INC,WJCI,38477,3,92928410,1.9,128728.0,-0.040404,1.9,1.91,66061.0,222.0,-0.0018440000000000002
89612,2004-12-31,6022,05976U10,BOFL,BANCSHARES OF FLORIDA INC,BOFL,43781,3,06212810,16.11,3400.0,0.006246,16.1,16.11,4836.0,12.0,0.003435
81097,2004-10-19,4833,70423110,PAX,PAXSON COMMUNICATIONS CORP,PAX,13412,2,46205A10,1.06,115300.0,-0.061947,1.05,1.06,63578.0,,-0.0045850000000000005
85495,2002-10-16,5120,74264T10,PHCC,PRIORITY HEALTHCARE CORP,PHCC,15777,3,74264T10,24.39,296274.0,0.004117,24.39,24.43,36470.0,1007.0,-0.011603
80584,1996-02-05,6790,97563A10,WINN,WINSTON HOTELS INC,WINN,13116,1,97563A10,13.125,141472.0,-0.009434,13.0,13.25,9880.0,141.0,0.002938
83962,1997-07-08,7359,76009V10,RSV,RENTAL SERVICE CORP,,14962,1,76009V10,25.625,60400.0,0.000000,25.375,25.875,14572.0,,0.003297
76544,1997-01-02,3845,04269830,HRT,ARRHYTHMIA RESEARCH TECH INC,,28929,2,59511X10,2.6875,3500.0,0.075,,,3563.0,,0.001325
75803,1996-09-10,6726,62621P10,TFC,MUNICIPAL INCOME TRUST III,,22100,1,62621P10,-9.5,0.0,-0.006536,9.125,9.875,6410.0,,-0.000101
89990,2004-11-18,6726,67090H10,JTA,NUVEEN TAX ADV TOT RET STRAT FD,JTA,44808,1,67090H10,18.73,38000.0,0.004828,18.71,18.75,5240.0,,0.0005650000000000001
90462,2005-12-22,6331.0,84751T30,SUAI,SPECIALTY UNDERWRITERS ALL INC,SUAI,45884,3,84751T30,6.4,97602.0,0.045752,6.39,6.4,14681.0,190.0,0.0054280000000000005
11153,2002-01-30,3620,83548310,,SONO TEK CORP,,9009,3,83548310,,,B,,,3754.0,,0.003632
75641,2002-10-17,6726,44914510,HTR,HYPERION TOTAL RETURN FUND INC,HTR,22088,1,11283U10,9.49,50200.0,-0.0073219999999999995,9.47,9.49,30534.0,,0.025593
80447,1997-04-21,7380.0,36464P10,GFIN,GAME FINANCIAL CORP,GFIN,13003,3,36464P10,7.25,8259.0,0.017544,7.25,7.5,4521.0,12.0,-0.008516
11306,1999-05-28,3720,74032720,PCSN,PRECISION STANDARD INC,PCSN,9158,3,01023E10,3.875,2125.0,-0.074627,3.875,4.125,3978.0,3.0,0.00975
85881,1998-12-31,3820,50187310,LJLB,LJL BIOSYSTEMS INC,LJLB,16012,3,50187310,3.125,56100.0,0.086957,3.125,3.5,12590.0,16.0,0.025986000000000002
11681,1996-07-18,2020,36317510,GALX,GALAXY FOODS CO,GALX,9505,2,36317Q10,1.15625,90186.0,0.000000,1.15625,1.21875,54774.0,41.0,0.014435
32096,2000-03-07,2321,36480210,GAN,GARAN INC,,20783,2,36480210,25.0,1400.0,-0.019608,24.5,25.0,5320.0,,-0.00502
76129,1996-06-20,3570,88553510,COMS,3COM CORP,COMS,6934,3,88553510,48.5,4038771.0,0.057221,48.375,48.5,168800.0,2753.0,-0.007291
16505,2002-10-21,6710,73317410,BPOP,POPULAR INC,BPOP,475,3,73317470,30.85,85624.0,-0.000971,30.84,30.85,132334.0,444.0,0.010109
85394,2000-07-10,5900,74151110,PSMT,PRICESMART INC,PSMT,15678,3,74151110,40.0625,100.0,0.007862,38.4375,39.5625,6238.0,1.0,0.002205
90531,2005-07-07,6162,69332020,PHH,P H H CORP,PHH,3549,1,69332020,25.78,963900.0,-0.003864,25.7,26.39,52569.0,,0.001399
24476,2005-04-21,3826,19247910,COHR,COHERENT INC,COHR,1033,3,19247910,32.31,141712.0,0.044955,32.23,32.32,30766.0,913.0,0.012981999999999999
89782,2005-02-17,6726.0,62618T10,MNE,MUNI NY INTERMEDIATE DURATION FD,MNE,44185,1,09255F10,13.47,3800.0,0.000000,13.42,13.6,4206.0,,-0.005372
81029,2002-06-12,3944,26928220,EXX,E X X INC,EXXB,30485,2,26928220,-1.35,0.0,0.000000,1.25,1.45,618.0,,-0.00426
80803,1998-04-24,3660,12616P10,CFON,C PHONE CORP,CFON,13282,3,12616P10,3.03125,248080.0,-0.067308,2.96875,3.03125,7058.0,149.0,-0.003394
11739,2006-12-12,8730,01540410,ACEL,ALFACELL CORP,ACEL,35,3,01540410,1.59,169627.0,0.032468,1.58,1.59,45008.0,135.0,-0.003558
57913,2002-12-19,5120,62951910,NABI,N A B I BIOPHARMACEUTICALS,NABI,3133,3,92243A20,6.4,90699.0,0.004867,6.19,6.4,38717.0,442.0,-0.0041990000000000005
77073,2004-09-08,6726,67098310,NTX,NUVEEN TX QLTY INCOME MUNI FD,NTX,29119,1,67098310,15.17,12400.0,0.003971,15.14,15.17,9471.0,,-0.003547
84052,2000-10-20,2830,04269E10,ARQL,ARQULE INC,ARQL,15040,3,04269E10,20.375,108711.0,-0.068571,20.375,20.5,13619.0,275.0,0.013472
87418,2006-10-04,8730,87155S10,SMMX,SYMYX TECHNOLOGIES INC,SMMX,17396,3,87155S10,20.58,214928.0,0.003413,20.57,20.58,32768.0,1343.0,0.01091
76088,1996-10-28,4610,87238410,TPP,T E P P C O PARTNERS L P,,26030,1,87238410,41.0,15100.0,0.015480,40.625,41.125,14500.0,,-0.005332
79853,2005-04-04,1099,65691210,PAL,NORTH AMERICAN PALLADIUM LTD,PAL,12603,2,65691210,7.23,208100.0,-0.017663,7.23,7.25,51709.0,,-0.001183
88468,2003-10-20,7389,86858710,SPRT,SUPPORTSOFT INC,SPRT,37958,3,86858W20,11.52,557698.0,0.019469,11.45,11.5,35534.0,1889.0,0.001836
83162,1998-10-27,8090,75993010,RCGI,RENAL CARE GROUP INC,RCGI,14343,1,75993010,29.3125,292362.0,0.017354,29.375,29.5625,40543.0,199.0,0.004877
77409,1998-06-23,5810,05635V10,PAPA,BACK BAY RESTAURANT GROUP INC,PAPA,11400,3,05635V10,7.75,5400.0,0.033333,7.5625,7.75,3436.0,3.0,0.004856
67046,2003-12-31,6020,22087310,CORS,CORUS BANKSHARES INC,CORS,2343,3,22087310,31.02,29037.0,-0.030625,31.03,31.03,28037.0,152.0,-0.001174
88271,2006-08-24,2835,60975U10,MGRM,MONOGRAM BIOSCIENCES INC,MGRM,37534,3,60975U20,1.68,152459.0,0.043478,1.67,1.68,130659.0,727.0,0.000662
79691,2002-01-09,3570,35875110,FBAY,FRISCO BAY INDUSTRIES LTD,FBAY,12475,3,35875110,5.95,4775.0,0.042031,5.95,6.07,1531.0,6.0,0.000727
87098,2000-01-06,6020.0,95952210,WSBA,WESTERN SIERRA BANCORP,WSBA,16679,3,95952210,14.0,2000.0,0.000000,13.875,14.0,2515.0,4.0,0.004504
80023,2003-07-02,2099,61257010,PSTA,MONTEREY PASTA CO,PSTA,12645,3,61257010,4.22,291696.0,-0.098291,4.16,4.23,14212.0,607.0,0.016163999999999998
87385,2005-03-14,7310,25385G10,DIGI,DIGITAL IMPACT INC,DIGI,17409,3,25385G10,1.93,160178.0,-0.005155,1.93,1.94,36900.0,165.0,0.001333
89379,2004-08-09,6798.0,89687P10,TRZ,TRIZEC PROPERTIES INC,TRZ,43023,1,89687P10,15.95,325700.0,-0.008701,15.96,15.97,151717.0,,-0.004103
83611,1997-02-13,6162,84357610,SFC,SOUTHERN PACIFIC FUNDING CORP,,31678,1,84357610,21.25,205900.0,0.118421,21.0,21.5,20737.0,,0.004665
86153,1999-07-06,7940.0,18620210,CLEV,CLEVELAND INDIANS BASEBALL CO,CLEV,16137,3,18620210,18.4375,4535.0,-0.003378,18.4375,18.625,4139.0,20.0,0.0032670000000000004
85081,2003-01-14,6311,45683710,ING,I N G GROEP N V,ING,32020,1,45683710,18.14,328500.0,0.013408,18.03,18.25,91096.0,,0.007405
89755,1996-11-27,8740,55291410,MARC,M A R C INC,MARC,7406,3,55291410,21.25,1100.0,-0.022989,21.25,22.25,3274.0,2.0,0.0039369999999999995
83478,2005-04-07,2830.0,09807210,BCII,BONE CARE INTERNATIONAL INC,BCII,14604,3,09807210,26.16,148538.0,-0.012458,26.17,26.26,20133.0,562.0,0.005046
76202,1999-06-04,6710,26884F10,ESBF,E S B FINANCIAL CORP,ESBF,10637,3,26884F10,14.875,4800.0,-0.020576,14.875,15.25,5264.0,3.0,0.006823999999999999
83195,1996-06-12,6726,22236E20,GXF,COUNTRYBASKETS INDEX FUND INC,,31592,1,22236E20,38.75,2300.0,0.003236,38.75,39.0,1100.0,,0.0015480000000000001
76670,2006-04-07,5411,57178320,MARSB,MARSH SUPERMARKETS INC,MARSB,2777,3,57178320,8.09,1050.0,0.011250,8.0,8.07,4212.0,6.0,-0.006807
79564,2004-04-05,3663,04269Q10,ARRS,ARRIS GROUP INC,ARRS,12407,3,G0551A10,9.74,1533998.0,0.005160,9.77,9.75,86800.0,3095.0,0.005305
77819,2006-09-29,3570,84763F10,SSPI,SPECTRUM SIGNAL PROCESSING INC,SSPI,29544,3,84763F10,0.73,11300.0,0.0,0.7001,0.73,18878.0,14.0,-0.001974
78955,1997-08-22,3660,05367P10,AVID,AVID TECHNOLOGY INC,AVID,12009,3,05367P10,30.0,1055188.0,-0.056974,30.0,30.125,23892.0,849.0,-0.002315
83437,1998-07-01,2834,04629820,AAB,ASTRA AB,,31627,1,04629820,20.1875,15800.0,-0.003086,20.0,20.5,7434.0,,0.004293
86896,2005-04-26,6021,20360710,CBU,COMMUNITY BANK SYSTEM INC,CBU,7871,1,20360710,21.97,117300.0,-0.032159,21.9,21.91,30313.0,,-0.007975
88785,2001-01-24,3845,00777910,AEGN,AEROGEN INC,AEGN,40977,3,00777930,9.5,9600.0,0.000000,9.375,9.5,19916.0,17.0,0.007312000000000001
